sample,label,Fc0,Fc1,Fv2,Fv3
Fc0C2Fc1C1Fv3V1LPS21,P,C2,C1,0.0,1.0
Fc0C2Fc1C1Fv3V1LPS22,P,C2,C1,0.0,1.0
Fc0C2Fc1C1Fv3V1LPS23,P,C2,C1,0.1788,1.0
Fc0C2Fc1C1Fv3V1LPS24,P,C2,C1,0.0,0.7552
Fc0C2Fc1C1Fv3V1LPS25,P,C2,C1,0.0,1.0
Fc0C2Fc1C1Fv3V1LPS26,P,C2,C1,6.0,1.0522
Fc0C2Fc1C1Fv3V1LPS27,P,C2,C1,0.239,1.0
Fc0C2Fc1C1Fv3V1LPS28,P,C2,C1,0.0357,0.8876
Fc0C2Fc1C1Fv3V1LPS29,P,C2,C1,-0.1483,1.0
Fc0C2Fc1C1Fv3V1LPS30,P,C2,C1,0.1901,1.1851
Fc0C2Fc1C1Fv3V1LPS31,P,C2,C1,0.2035,0.8648
Fc0C2Fc1C1Fv3V2LVS4,V,C2,C1,0.0,2.0597
Fc0C2Fc1C1Fv3V2LVS5,V,C2,C1,0.0,1.9443
Fc0C2Fc1C1Fv3V2LVS6,V,C2,C1,7.0,2.0688
Fc0C2Fc1C1Fv3V2LVS7,V,C2,C1,-0.1806,2.0
Fc0C2Fc1C1Fv3V2LVS8,V,C2,C1,0.0453,2.2178
Fc0C2Fc1C1Fv3V2LVS9,V,C2,C1,4.9513,1.8504
Fc0C2Fc1C1Fv3V2LVS10,V,C2,C1,6.0,2.0
Fc0C2Fc1C1Fv3V2LVS11,V,C2,C1,0.0,2.0577
Fc0C2Fc1C1Fv3V2LVS12,V,C2,C1,0.0,2.0
Fc0C2Fc1C1Fv3V2LVS13,V,C2,C1,7.0057,2.0
Fc0C2Fc1C1Fv3V2LVS14,V,C2,C1,0.1345,2.0
Fc0C2Fc1C1Fv3V2LVS15,V,C2,C1,-0.1604,1.7547
Fc0C2Fc1C1Fv3V2LVS16,V,C2,C1,7.0,2.1685
Fc0C2Fc1C1Fv3V2LVS17,V,C2,C1,0.0819,2.0
Fc0C2Fc1C1Fv3V2LVS18,V,C2,C1,9.0,2.0
Fc0C2Fc1C1Fv3V2LVS19,V,C2,C1,0.0,1.8413
Fc0C2Fc1C1Fv3V2LVS20,V,C2,C1,-0.1773,2.1608
Fc0C2Fc1C1Fv3V2LVS21,V,C2,C1,4.0,2.0
Fc0C2Fc1C1Fv3V2LVS22,V,C2,C1,-0.2186,2.0
Fc0C2Fc1C1Fv3V2LVS23,V,C2,C1,0.0,2.0
Fc0C2Fc1C1Fv3V2LVS24,V,C2,C1,4.0,2.0554
Fc0C2Fc1C1Fv3V2LVS25,V,C2,C1,0.0,2.0
Fc0C2Fc1C1Fv3V2LVS26,V,C2,C1,4.1854,1.9407
Fc0C2Fc1C1Fv3V2LVS27,V,C2,C1,0.0,2.0
Fc0C2Fc1C1Fv3V2LVS28,V,C2,C1,5.9053,2.0
Fc0C2Fc1C1Fv3V2LVS29,V,C2,C1,0.0,1.9886
Fc0C2Fc1C1Fv3V2LVS30,V,C2,C1,6.909,1.8448
Fc0C2Fc1C1Fv3V2LVS31,V,C2,C1,9.0,2.1846
Fc0C2Fc1C1Fv3V3LPS4,P,C2,C1,0.0,3.0
Fc0C2Fc1C1Fv3V3LPS5,P,C2,C1,0.1489,3.0
Fc0C2Fc1C1Fv3V3LPS6,P,C2,C1,8.9532,3.0
Fc0C2Fc1C1Fv3V3LPS7,P,C2,C1,-0.2076,3.1259
Fc0C2Fc1C1Fv3V3LPS8,P,C2,C1,0.0,2.9873
Fc0C2Fc1C1Fv3V3LPS9,P,C2,C1,0.0,3.1018
Fc0C2Fc1C1Fv3V3LPS10,P,C2,C1,3.9303,3.0
Fc0C2Fc1C1Fv3V3LPS11,P,C2,C1,7.0,3.1903
Fc0C2Fc1C1Fv3V3LPS12,P,C2,C1,0.0,2.9422
Fc0C2Fc1C1Fv3V3LPS13,P,C2,C1,7.0,3.047
Fc0C2Fc1C1Fv3V3LPS14,P,C2,C1,4.0,3.2031
Fc0C2Fc1C1Fv3V3LPS15,P,C2,C1,6.0,2.8406
Fc0C2Fc1C1Fv3V3LPS16,P,C2,C1,0.0604,3.0
Fc0C2Fc1C1Fv3V3LPS17,P,C2,C1,0.0,3.0
Fc0C2Fc1C1Fv3V3LPS18,P,C2,C1,0.0032,3.199
Fc0C2Fc1C1Fv3V3LPS19,P,C2,C1,7.2196,2.9764
Fc0C2Fc1C1Fv3V3LPS20,P,C2,C1,0.0,3.0
Fc0C2Fc1C1Fv3V3LPS21,P,C2,C1,0.0,2.8632
Fc0C2Fc1C1Fv3V3LPS22,P,C2,C1,8.2103,3.0
Fc0C2Fc1C1Fv3V3LPS23,P,C2,C1,5.9893,3.0
Fc0C2Fc1C1Fv3V3LPS24,P,C2,C1,5.831,3.1755
Fc0C2Fc1C1Fv3V3LPS25,P,C2,C1,0.0,3.0
Fc0C2Fc1C1Fv3V3LPS26,P,C2,C1,8.0,3.0533
Fc0C2Fc1C1Fv3V3LPS27,P,C2,C1,5.0597,2.8925
Fc0C2Fc1C1Fv3V3LPS28,P,C2,C1,0.1657,2.9022
Fc0C2Fc1C1Fv3V3LPS29,P,C2,C1,8.0,3.0
Fc0C2Fc1C1Fv3V3LPS30,P,C2,C1,0.0,3.1685
Fc0C2Fc1C1Fv3V3LPS31,P,C2,C1,8.0,3.0
Fc0C2Fc1C2LQS4,Q,C2,C2,-0.0224,-0.2464
Fc0C2Fc1C2LQS5,Q,C2,C2,0.0016,0.0
Fc0C2Fc1C2LQS6,Q,C2,C2,-0.2102,-0.2212
Fc0C2Fc1C2LQS7,Q,C2,C2,4.8894,4.7987
Fc0C2Fc1C2LQS8,Q,C2,C2,0.1334,-0.0214
Fc0C2Fc1C2LQS9,Q,C2,C2,4.0,5.8206
Fc0C2Fc1C2LQS10,Q,C2,C2,7.8,7.0
Fc0C2Fc1C2LQS11,Q,C2,C2,3.997,0.0
Fc0C2Fc1C2LQS12,Q,C2,C2,7.1185,0.0
Fc0C2Fc1C2LQS13,Q,C2,C2,8.882,3.959
Fc0C2Fc1C2LQS14,Q,C2,C2,8.0,-0.0163
Fc0C2Fc1C2LQS15,Q,C2,C2,0.0,7.2099
Fc0C2Fc1C2LQS16,Q,C2,C2,-0.0442,5.1805
Fc0C2Fc1C2LQS17,Q,C2,C2,0.0,0.2371
Fc0C2Fc1C2LQS18,Q,C2,C2,0.0,7.8101
Fc0C2Fc1C2LQS19,Q,C2,C2,-0.0696,5.0617
Fc0C2Fc1C2LQS20,Q,C2,C2,5.9518,4.134
Fc0C2Fc1C2LQS21,Q,C2,C2,-0.1913,7.752
Fc0C2Fc1C2LQS22,Q,C2,C2,4.0,5.0
Fc0C2Fc1C2LQS23,Q,C2,C2,6.063,-0.2027
Fc0C2Fc1C2LQS24,Q,C2,C2,5.0,6.0508
Fc0C2Fc1C2LQS25,Q,C2,C2,4.0,3.7531
Fc0C2Fc1C2LQS26,Q,C2,C2,3.7543,6.9542
Fc0C2Fc1C2LQS27,Q,C2,C2,7.8955,-0.0341
Fc0C2Fc1C2LQS28,Q,C2,C2,-0.1707,0.0967
Fc0C2Fc1C2LQS29,Q,C2,C2,0.2438,0.0
Fc0C2Fc1C2LQS30,Q,C2,C2,9.0,-0.0126
Fc0C2Fc1C2LQS31,Q,C2,C2,-0.1265,-0.1318
Fc0C2Fc1C2Fv2V1LRS4,R,C2,C2,1.1137,0.0
Fc0C2Fc1C2Fv2V1LRS5,R,C2,C2,0.7601,8.0
Fc0C2Fc1C2Fv2V1LRS6,R,C2,C2,1.0,0.0
Fc0C2Fc1C2Fv2V1LRS7,R,C2,C2,1.0,0.0
Fc0C2Fc1C2Fv2V1LRS8,R,C2,C2,1.0,0.2193
Fc0C2Fc1C2Fv2V1LRS9,R,C2,C2,1.0,4.8125
Fc0C2Fc1C2Fv2V1LRS10,R,C2,C2,0.856,7.0
Fc0C2Fc1C2Fv2V1LRS11,R,C2,C2,1.0584,0.1488
Fc0C2Fc1C2Fv2V1LRS12,R,C2,C2,1.0082,0.0
Fc0C2Fc1C2Fv2V1LRS13,R,C2,C2,1.239,-0.2185
Fc0C2Fc1C2Fv2V1LRS14,R,C2,C2,1.1235,7.0787
Fc0C2Fc1C2Fv2V1LRS15,R,C2,C2,1.0,0.0
Fc0C2Fc1C2Fv2V1LRS16,R,C2,C2,1.0669,6.0
Fc0C2Fc1C2Fv2V1LRS17,R,C2,C2,1.0373,9.0
Fc0C2Fc1C2Fv2V1LRS18,R,C2,C2,0.8508,4.8602
Fc0C2Fc1C2Fv2V1LRS19,R,C2,C2,0.9951,4.9786
Fc0C2Fc1C2Fv2V1LRS20,R,C2,C2,1.1864,8.9403
Fc0C2Fc1C2Fv2V1LRS21,R,C2,C2,1.0,0.147
Fc0C2Fc1C2Fv2V1LRS22,R,C2,C2,1.0,7.0583
Fc0C2Fc1C2Fv2V1LRS23,R,C2,C2,1.0,8.9227
Fc0C2Fc1C2Fv2V1LRS24,R,C2,C2,0.9401,0.1723
Fc0C2Fc1C2Fv2V1LRS25,R,C2,C2,1.1777,4.8406
Fc0C2Fc1C2Fv2V1LRS26,R,C2,C2,1.0233,0.0513
Fc0C2Fc1C2Fv2V1LRS27,R,C2,C2,1.0,5.0
Fc0C2Fc1C2Fv2V1LRS28,R,C2,C2,1.0035,5.0446
Fc0C2Fc1C2Fv2V1LRS29,R,C2,C2,1.0887,0.0995
Fc0C2Fc1C2Fv2V1LRS30,R,C2,C2,0.9222,7.8393
Fc0C2Fc1C2Fv2V1LRS31,R,C2,C2,0.8185,8.0465
Fc0C2Fc1C2Fv2V2LSS4,S,C2,C2,2.0343,6.0556
Fc0C2Fc1C2Fv2V2LSS5,S,C2,C2,2.0,0.0
Fc0C2Fc1C2Fv2V2LSS6,S,C2,C2,2.1667,0.0
Fc0C2Fc1C2Fv2V2LSS7,S,C2,C2,1.9593,-0.1041
Fc0C2Fc1C2Fv2V2LSS8,S,C2,C2,2.2182,0.0
Fc0C2Fc1C2Fv2V2LSS9,S,C2,C2,1.9867,0.0183
Fc0C2Fc1C2Fv2V2LSS10,S,C2,C2,2.0,4.9094
Fc0C2Fc1C2Fv2V2LSS11,S,C2,C2,2.0,0.1282
Fc0C2Fc1C2Fv2V2LSS12,S,C2,C2,2.0,9.0
Fc0C2Fc1C2Fv2V2LSS13,S,C2,C2,2.1353,3.798
Fc0C2Fc1C2Fv2V2LSS14,S,C2,C2,1.991,8.1564
Fc0C2Fc1C2Fv2V2LSS15,S,C2,C2,2.0,0.0
Fc0C2Fc1C2Fv2V2LSS16,S,C2,C2,2.0,0.0
Fc0C2Fc1C2Fv2V2LSS17,S,C2,C2,1.7552,-0.0998
Fc0C2Fc1C2Fv2V2LSS18,S,C2,C2,2.1274,0.0
Fc0C2Fc1C2Fv2V2LSS19,S,C2,C2,1.7923,0.0
Fc0C2Fc1C2Fv2V2LSS20,S,C2,C2,2.1378,0.0
Fc0C2Fc1C2Fv2V2LSS21,S,C2,C2,2.0,-0.0114
Fc0C2Fc1C2Fv2V2LSS22,S,C2,C2,1.9723,-0.2167
Fc0C2Fc1C2Fv2V2LSS23,S,C2,C2,1.8217,0.0034
Fc0C2Fc1C2Fv2V2LSS24,S,C2,C2,2.1774,9.0
Fc0C2Fc1C2Fv2V2LSS25,S,C2,C2,2.0,8.0
Fc0C2Fc1C2Fv2V2LSS26,S,C2,C2,2.0,-0.22
Fc0C2Fc1C2Fv2V2LSS27,S,C2,C2,2.2106,4.0
Fc0C2Fc1C2Fv2V2LSS28,S,C2,C2,1.8699,0.0
Fc0C2Fc1C2Fv2V2LSS29,S,C2,C2,2.0,0.0
Fc0C2Fc1C2Fv2V2LSS30,S,C2,C2,2.0,6.0
Fc0C2Fc1C2Fv2V2LSS31,S,C2,C2,2.0,0.0
Fc0C2Fc1C2Fv2V3LTS4,T,C2,C2,2.8907,5.0161
Fc0C2Fc1C2Fv2V3LTS5,T,C2,C2,2.7717,0.0
Fc0C2Fc1C2Fv2V3LTS6,T,C2,C2,3.0,0.0
Fc0C2Fc1C2Fv2V3LTS7,T,C2,C2,3.0,0.0
Fc0C2Fc1C2Fv2V3LTS8,T,C2,C2,3.0,0.1999
Fc0C2Fc1C2Fv2V3LTS9,T,C2,C2,3.0,5.9375
Fc0C2Fc1C2Fv2V3LTS10,T,C2,C2,2.7892,8.9987
Fc0C2Fc1C2Fv2V3LTS11,T,C2,C2,3.0288,7.0
Fc0C2Fc1C2Fv2V3LTS12,T,C2,C2,3.0,0.0
Fc0C2Fc1C2Fv2V3LTS13,T,C2,C2,3.1024,4.0
Fc0C2Fc1C2Fv2V3LTS14,T,C2,C2,3.0,0.0
Fc0C2Fc1C2Fv2V3LTS15,T,C2,C2,3.0,8.0189
Fc0C2Fc1C2Fv2V3LTS16,T,C2,C2,3.0,3.8521
Fc0C2Fc1C2Fv2V3LTS17,T,C2,C2,3.0,0.0
Fc0C2Fc1C2Fv2V3LTS18,T,C2,C2,2.7806,0.1865
Fc0C2Fc1C2Fv2V3LTS19,T,C2,C2,3.2035,6.1824
Fc0C2Fc1C2Fv2V3LTS20,T,C2,C2,2.8787,6.0
Fc0C2Fc1C2Fv2V3LTS21,T,C2,C2,3.1586,7.0
Fc0C2Fc1C2Fv2V3LTS22,T,C2,C2,2.8724,4.9347
Fc0C2Fc1C2Fv2V3LTS23,T,C2,C2,3.0,5.0
Fc0C2Fc1C2Fv2V3LTS24,T,C2,C2,3.0,0.0278
Fc0C2Fc1C2Fv2V3LTS25,T,C2,C2,3.0,5.7554
Fc0C2Fc1C2Fv2V3LTS26,T,C2,C2,3.0,9.0
Fc0C2Fc1C2Fv2V3LTS27,T,C2,C2,3.0,0.0
Fc0C2Fc1C2Fv2V3LTS28,T,C2,C2,3.0916,7.0993
Fc0C2Fc1C2Fv2V3LTS29,T,C2,C2,3.1086,8.9099
Fc0C2Fc1C2Fv2V3LTS30,T,C2,C2,3.0,0.0
Fc0C2Fc1C2Fv2V3LTS31,T,C2,C2,3.0,6.0
Fc0C2Fc1C2Fv3V1LVS4,V,C2,C2,6.9337,1.0654
Fc0C2Fc1C2Fv3V1LVS5,V,C2,C2,9.2257,1.0
Fc0C2Fc1C2Fv3V1LVS6,V,C2,C2,3.9733,1.0
Fc0C2Fc1C2Fv3V1LVS7,V,C2,C2,0.0,1.0129
Fc0C2Fc1C2Fv3V1LVS8,V,C2,C2,0.0685,0.7644
Fc0C2Fc1C2Fv3V1LVS9,V,C2,C2,8.0,1.0
Fc0C2Fc1C2Fv3V1LVS10,V,C2,C2,6.0054,1.0
Fc0C2Fc1C2Fv3V1LVS11,V,C2,C2,6.0,1.0
Fc0C2Fc1C2Fv3V1LVS12,V,C2,C2,3.9852,1.0
Fc0C2Fc1C2Fv3V1LVS13,V,C2,C2,8.9407,1.0
Fc0C2Fc1C2Fv3V1LVS14,V,C2,C2,8.0188,1.0
Fc0C2Fc1C2Fv3V1LVS15,V,C2,C2,0.0,1.0
Fc0C2Fc1C2Fv3V1LVS16,V,C2,C2,0.0,1.0
Fc0C2Fc1C2Fv3V1LVS17,V,C2,C2,5.7623,0.9062
Fc0C2Fc1C2Fv3V1LVS18,V,C2,C2,5.1783,1.1828
Fc0C2Fc1C2Fv3V1LVS19,V,C2,C2,0.0,1.0
Fc0C2Fc1C2Fv3V1LVS20,V,C2,C2,0.0,1.0
Fc0C2Fc1C2Fv3V1LVS21,V,C2,C2,9.0,1.0
Fc0C2Fc1C2Fv3V1LVS22,V,C2,C2,-0.2358,1.0
Fc0C2Fc1C2Fv3V1LVS23,V,C2,C2,4.1972,1.0
Fc0C2Fc1C2Fv3V1LVS24,V,C2,C2,-0.1317,1.0
Fc0C2Fc1C2Fv3V1LVS25,V,C2,C2,0.0,1.2449
Fc0C2Fc1C2Fv3V1LVS26,V,C2,C2,-0.1598,1.0
Fc0C2Fc1C2Fv3V1LVS27,V,C2,C2,4.2246,1.0
Fc0C2Fc1C2Fv3V1LVS28,V,C2,C2,-0.1104,1.1491
Fc0C2Fc1C2Fv3V1LVS29,V,C2,C2,7.8034,0.9467
Fc0C2Fc1C2Fv3V1LVS30,V,C2,C2,9.0,1.0
Fc0C2Fc1C2Fv3V1LVS31,V,C2,C2,7.0,1.0
Fc0C2Fc1C2Fv3V2LPS4,P,C2,C2,6.0,1.9533
Fc0C2Fc1C2Fv3V2LPS5,P,C2,C2,0.0,1.9182
Fc0C2Fc1C2Fv3V2LPS6,P,C2,C2,0.0,1.8196
Fc0C2Fc1C2Fv3V2LPS7,P,C2,C2,7.8274,2.0
Fc0C2Fc1C2Fv3V2LPS8,P,C2,C2,-0.2342,1.7719
Fc0C2Fc1C2Fv3V2LPS9,P,C2,C2,0.0,2.0
Fc0C2Fc1C2Fv3V2LPS10,P,C2,C2,0.0608,2.0
Fc0C2Fc1C2Fv3V2LPS11,P,C2,C2,0.0763,1.7611
Fc0C2Fc1C2Fv3V2LPS12,P,C2,C2,8.1514,2.0
Fc0C2Fc1C2Fv3V2LPS13,P,C2,C2,0.0042,2.0
Fc0C2Fc1C2Fv3V2LPS14,P,C2,C2,3.9753,2.0
Fc0C2Fc1C2Fv3V2LPS15,P,C2,C2,0.0,2.0
Fc0C2Fc1C2Fv3V2LPS16,P,C2,C2,0.1431,2.0
Fc0C2Fc1C2Fv3V2LPS17,P,C2,C2,6.0,1.7585
Fc0C2Fc1C2Fv3V2LPS18,P,C2,C2,4.8649,2.0
Fc0C2Fc1C2Fv3V2LPS19,P,C2,C2,0.0,2.0
Fc0C2Fc1C2Fv3V2LPS20,P,C2,C2,-0.1676,2.164
Fc0C2Fc1C2Fv3V2LPS21,P,C2,C2,0.0,2.0
Fc0C2Fc1C2Fv3V2LPS22,P,C2,C2,9.0358,2.0
Fc0C2Fc1C2Fv3V2LPS23,P,C2,C2,4.0,2.2089
Fc0C2Fc1C2Fv3V2LPS24,P,C2,C2,6.0,2.0
Fc0C2Fc1C2Fv3V2LPS25,P,C2,C2,8.1192,2.0
Fc0C2Fc1C2Fv3V2LPS26,P,C2,C2,9.1067,2.1636
Fc0C2Fc1C2Fv3V2LPS27,P,C2,C2,6.0,2.0374
Fc0C2Fc1C2Fv3V2LPS28,P,C2,C2,7.0,2.0
Fc0C2Fc1C2Fv3V2LPS29,P,C2,C2,0.0,2.0
Fc0C2Fc1C2Fv3V2LPS30,P,C2,C2,7.8868,2.0
Fc0C2Fc1C2Fv3V2LPS31,P,C2,C2,8.89,1.7538
Fc0C2Fc1C2Fv3V3LQS4,Q,C2,C2,0.0466,3.1779
Fc0C2Fc1C2Fv3V3LQS5,Q,C2,C2,7.7708,3.0
Fc0C2Fc1C2Fv3V3LQS6,Q,C2,C2,0.0,3.0086
Fc0C2Fc1C2Fv3V3LQS7,Q,C2,C2,0.1665,3.2409
Fc0C2Fc1C2Fv3V3LQS8,Q,C2,C2,9.0428,3.0
Fc0C2Fc1C2Fv3V3LQS9,Q,C2,C2,0.0,3.0
Fc0C2Fc1C2Fv3V3LQS10,Q,C2,C2,6.0,3.0
Fc0C2Fc1C2Fv3V3LQS11,Q,C2,C2,9.0,2.868
Fc0C2Fc1C2Fv3V3LQS12,Q,C2,C2,0.0,3.0
Fc0C2Fc1C2Fv3V3LQS13,Q,C2,C2,0.0,3.1037
Fc0C2Fc1C2Fv3V3LQS14,Q,C2,C2,8.9331,3.0
Fc0C2Fc1C2Fv3V3LQS15,Q,C2,C2,9.0,3.1768
Fc0C2Fc1C2Fv3V3LQS16,Q,C2,C2,7.8628,3.0
Fc0C2Fc1C2Fv3V3LQS17,Q,C2,C2,0.0,3.2067
Fc0C2Fc1C2Fv3V3LQS18,Q,C2,C2,6.1533,3.1638
Fc0C2Fc1C2Fv3V3LQS19,Q,C2,C2,0.0061,3.0
Fc0C2Fc1C2Fv3V3LQS20,Q,C2,C2,0.0,3.0
Fc0C2Fc1C2Fv3V3LQS21,Q,C2,C2,7.197,3.0
Fc0C2Fc1C2Fv3V3LQS22,Q,C2,C2,0.0,2.9608
Fc0C2Fc1C2Fv3V3LQS23,Q,C2,C2,0.1658,3.0
Fc0C2Fc1C2Fv3V3LQS24,Q,C2,C2,0.0816,2.8757
Fc0C2Fc1C2Fv3V3LQS25,Q,C2,C2,-0.171,2.7594
Fc0C2Fc1C2Fv3V3LQS26,Q,C2,C2,6.0,3.0
Fc0C2Fc1C2Fv3V3LQS27,Q,C2,C2,0.0,3.0
Fc0C2Fc1C2Fv3V3LQS28,Q,C2,C2,0.0,3.0
Fc0C2Fc1C2Fv3V3LQS29,Q,C2,C2,0.0,3.0
Fc0C2Fc1C2Fv3V3LQS30,Q,C2,C2,-0.2276,3.2151
Fc0C2Fc1C2Fv3V3LQS31,Q,C2,C2,0.0,3.0
Fc0C2Fc1C3LRS4,R,C2,C3,0.0,0.16
Fc0C2Fc1C3LRS5,R,C2,C3,4.0856,0.0018
Fc0C2Fc1C3LRS6,R,C2,C3,0.0,4.023
Fc0C2Fc1C3LRS7,R,C2,C3,0.0,-0.2489
Fc0C2Fc1C3LRS8,R,C2,C3,4.0577,4.0
Fc0C2Fc1C3LRS9,R,C2,C3,5.0,0.1271
Fc0C2Fc1C3LRS10,R,C2,C3,7.1894,0.0
Fc0C2Fc1C3LRS11,R,C2,C3,6.105,4.8522
Fc0C2Fc1C3LRS12,R,C2,C3,0.1538,0.0731
Fc0C2Fc1C3LRS13,R,C2,C3,0.0,0.0
Fc0C2Fc1C3LRS14,R,C2,C3,-0.0151,0.0
Fc0C2Fc1C3LRS15,R,C2,C3,0.0,5.9418
Fc0C2Fc1C3LRS16,R,C2,C3,0.2207,4.0
Fc0C2Fc1C3LRS17,R,C2,C3,9.1862,6.0
Fc0C2Fc1C3LRS18,R,C2,C3,-0.0094,0.0
Fc0C2Fc1C3LRS19,R,C2,C3,-0.1502,0.0
Fc0C2Fc1C3LRS20,R,C2,C3,6.0,0.083
Fc0C2Fc1C3LRS21,R,C2,C3,0.0789,7.9522
Fc0C2Fc1C3LRS22,R,C2,C3,-0.0903,6.9348
Fc0C2Fc1C3LRS23,R,C2,C3,-0.0183,5.0
Fc0C2Fc1C3LRS24,R,C2,C3,7.0,-0.1715
Fc0C2Fc1C3LRS25,R,C2,C3,4.7788,0.218
Fc0C2Fc1C3LRS26,R,C2,C3,0.0,8.0705
Fc0C2Fc1C3LRS27,R,C2,C3,0.1357,0.0
Fc0C2Fc1C3LRS28,R,C2,C3,6.0,8.0
Fc0C2Fc1C3LRS29,R,C2,C3,5.0,6.1292
Fc0C2Fc1C3LRS30,R,C2,C3,4.9385,8.8341
Fc0C2Fc1C3LRS31,R,C2,C3,0.0577,-0.0703
Fc0C2Fc1C3Fv2V1LSS4,S,C2,C3,1.0977,0.0868
Fc0C2Fc1C3Fv2V1LSS5,S,C2,C3,1.0,6.18
Fc0C2Fc1C3Fv2V1LSS6,S,C2,C3,1.0,0.0
Fc0C2Fc1C3Fv2V1LSS7,S,C2,C3,1.0,5.0
Fc0C2Fc1C3Fv2V1LSS8,S,C2,C3,1.0,5.0
Fc0C2Fc1C3Fv2V1LSS9,S,C2,C3,1.0959,9.0
Fc0C2Fc1C3Fv2V1LSS10,S,C2,C3,1.0,0.0
Fc0C2Fc1C3Fv2V1LSS11,S,C2,C3,1.0,7.8179
Fc0C2Fc1C3Fv2V1LSS12,S,C2,C3,0.9931,0.0
Fc0C2Fc1C3Fv2V1LSS13,S,C2,C3,0.7648,0.1167
Fc0C2Fc1C3Fv2V1LSS14,S,C2,C3,0.9466,0.0
Fc0C2Fc1C3Fv2V1LSS15,S,C2,C3,0.7905,0.0
Fc0C2Fc1C3Fv2V1LSS16,S,C2,C3,0.9801,6.2038
Fc0C2Fc1C3Fv2V1LSS17,S,C2,C3,1.1022,0.1898
Fc0C2Fc1C3Fv2V1LSS18,S,C2,C3,1.0,7.0
Fc0C2Fc1C3Fv2V1LSS19,S,C2,C3,0.9104,-0.0636
Fc0C2Fc1C3Fv2V1LSS20,S,C2,C3,1.0,-0.0014
Fc0C2Fc1C3Fv2V1LSS21,S,C2,C3,1.0,9.0
Fc0C2Fc1C3Fv2V1LSS22,S,C2,C3,0.9181,0.0
Fc0C2Fc1C3Fv2V1LSS23,S,C2,C3,1.0,0.0
Fc0C2Fc1C3Fv2V1LSS24,S,C2,C3,0.7748,9.0
Fc0C2Fc1C3Fv2V1LSS25,S,C2,C3,1.0203,5.0
Fc0C2Fc1C3Fv2V1LSS26,S,C2,C3,1.0166,0.0
Fc0C2Fc1C3Fv2V1LSS27,S,C2,C3,1.0,0.0
Fc0C2Fc1C3Fv2V1LSS28,S,C2,C3,1.0,9.0091
Fc0C2Fc1C3Fv2V1LSS29,S,C2,C3,1.0,5.9774
Fc0C2Fc1C3Fv2V1LSS30,S,C2,C3,1.0,5.9352
Fc0C2Fc1C3Fv2V1LSS31,S,C2,C3,0.8364,0.0
Fc0C2Fc1C3Fv2V2LTS4,T,C2,C3,2.1946,8.0
Fc0C2Fc1C3Fv2V2LTS5,T,C2,C3,1.8771,-0.053
Fc0C2Fc1C3Fv2V2LTS6,T,C2,C3,2.0754,0.0
Fc0C2Fc1C3Fv2V2LTS7,T,C2,C3,2.0,0.0
Fc0C2Fc1C3Fv2V2LTS8,T,C2,C3,2.0,4.0
Fc0C2Fc1C3Fv2V2LTS9,T,C2,C3,2.119,6.0
Fc0C2Fc1C3Fv2V2LTS10,T,C2,C3,2.0,7.0
Fc0C2Fc1C3Fv2V2LTS11,T,C2,C3,2.0429,0.0226
Fc0C2Fc1C3Fv2V2LTS12,T,C2,C3,1.7727,0.2485
Fc0C2Fc1C3Fv2V2LTS13,T,C2,C3,1.8802,7.0
Fc0C2Fc1C3Fv2V2LTS14,T,C2,C3,2.0,7.1197
Fc0C2Fc1C3Fv2V2LTS15,T,C2,C3,2.0,9.0784
Fc0C2Fc1C3Fv2V2LTS16,T,C2,C3,2.0,0.041
Fc0C2Fc1C3Fv2V2LTS17,T,C2,C3,2.167,4.8578
Fc0C2Fc1C3Fv2V2LTS18,T,C2,C3,2.2213,0.0
Fc0C2Fc1C3Fv2V2LTS19,T,C2,C3,2.0,0.1806
Fc0C2Fc1C3Fv2V2LTS20,T,C2,C3,1.8558,0.1859
Fc0C2Fc1C3Fv2V2LTS21,T,C2,C3,1.9381,4.0126
Fc0C2Fc1C3Fv2V2LTS22,T,C2,C3,2.0,5.8298
Fc0C2Fc1C3Fv2V2LTS23,T,C2,C3,1.7978,-0.2476
Fc0C2Fc1C3Fv2V2LTS24,T,C2,C3,2.0,5.0
Fc0C2Fc1C3Fv2V2LTS25,T,C2,C3,2.0,9.0
Fc0C2Fc1C3Fv2V2LTS26,T,C2,C3,2.147,0.0
Fc0C2Fc1C3Fv2V2LTS27,T,C2,C3,2.0607,5.0
Fc0C2Fc1C3Fv2V2LTS28,T,C2,C3,2.0,5.0
Fc0C2Fc1C3Fv2V2LTS29,T,C2,C3,1.8391,-0.0081
Fc0C2Fc1C3Fv2V2LTS30,T,C2,C3,2.0377,9.0
Fc0C2Fc1C3Fv2V2LTS31,T,C2,C3,2.0907,4.1198
Fc0C2Fc1C3Fv2V3LPS4,P,C2,C3,3.2307,7.0
Fc0C2Fc1C3Fv2V3LPS5,P,C2,C3,2.8482,7.0
Fc0C2Fc1C3Fv2V3LPS6,P,C2,C3,3.0,-0.0945
Fc0C2Fc1C3Fv2V3LPS7,P,C2,C3,3.0,4.8159
Fc0C2Fc1C3Fv2V3LPS8,P,C2,C3,3.1774,-0.0062
Fc0C2Fc1C3Fv2V3LPS9,P,C2,C3,3.2141,-0.096
Fc0C2Fc1C3Fv2V3LPS10,P,C2,C3,3.0,6.0
Fc0C2Fc1C3Fv2V3LPS11,P,C2,C3,3.0,8.0954
