,PA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F0,LABEL
10697,10697,0.044177,0.36799,0.303517,-0.087375,0.226983,0.361698,0.004805,-0.770289,-0.184359,0.456184,A
10698,10698,-0.252951,0.154636,0.442154,2.113954,-0.012269,1.033131,-0.010856,0.896421,1.761596,1.501107,X
10699,10699,0.039302,0.244834,0.146308,0.523209,0.240029,0.31228,0.591198,0.112256,-0.020557,0.202316,F
10700,10700,0.018661,-0.268169,0.323636,0.863728,0.266886,0.179927,0.36206,0.811843,0.340058,0.212054,A
10702,10702,0.011878,-0.59052,0.046628,0.629749,0.186537,0.222677,0.151405,0.678924,0.491909,-0.037209,C
10703,10703,0.187488,-0.038435,0.093888,-0.082766,0.261997,-0.397957,0.39584,0.278633,0.009648,-0.333609,F
10704,10704,0.207162,0.097683,0.222229,0.933938,0.251286,1.01082,0.67571,0.298247,0.163808,0.916525,A
10705,10705,0.22802,-0.141606,-0.656765,-1.749012,0.249634,-0.857356,0.26077,0.098052,0.206464,-0.954961,H
10706,10706,-0.110806,-0.315205,0.299182,0.160278,0.25194,0.219989,0.264577,0.184852,0.276037,-0.084321,E
10707,10707,-0.00333,-0.044375,0.132354,0.460536,0.247156,-0.290365,0.529597,0.102054,-0.086616,-0.207276,F
10708,10708,0.026075,-0.193888,0.335857,0.874253,0.232179,0.166782,0.512175,0.628461,0.15616,-0.159794,E
10710,10710,-0.101773,-0.124847,0.318839,1.182779,0.201677,1.485895,0.055268,0.893716,-0.106269,1.494564,X
10711,10711,0.173574,0.058637,0.199754,1.104477,0.262081,-0.053617,0.411209,1.077987,-0.125497,-0.035982,A
10712,10712,0.260058,0.062686,0.044481,-0.612148,-1.115793,-0.262742,0.27637,-0.550314,0.332692,-0.02437,A
10713,10713,0.134186,3.533394,0.323168,0.102214,-1.207008,1.400479,0.223766,-0.801193,0.213323,0.53481,A
10714,10714,0.751643,-0.076324,0.108249,1.122155,0.94292,-0.591895,-0.975345,0.909879,1.456301,-0.166017,I
10715,10715,0.159862,0.191459,0.281917,1.05488,0.269192,0.000559,0.128339,1.040511,0.523175,-0.088802,F
10716,10716,-0.061938,0.22283,0.298359,0.602892,0.198225,-0.367906,0.341695,0.782548,0.487551,-0.146367,A
10717,10717,-0.07024,-0.038694,0.086367,-0.80831,0.289453,0.965391,0.104656,-0.9091,0.041491,0.492397,H
10718,10718,0.077836,-0.069587,0.099515,0.797208,0.258175,0.057237,0.074178,0.648189,0.289369,-0.075154,A
10719,10719,0.042282,-0.010892,0.129724,-0.278745,0.227466,-0.720848,0.222799,0.815627,0.017499,-0.31689,G
10720,10720,-0.02721,0.130084,0.182995,-0.002579,0.258123,1.23639,-0.056127,-0.294802,-0.469859,0.664708,A
10721,10721,0.30397,0.282761,0.315653,-0.746939,0.275568,-0.951835,0.065032,-0.087089,0.099282,-0.901107,F
10722,10722,0.001981,0.185594,0.13812,0.468467,0.181982,-0.624831,0.005287,0.964451,0.038523,-0.474362,F
10723,10723,-3.498799,-0.955769,-1.794977,-0.666574,-5.132842,-0.872788,0.777651,0.347892,-0.036069,-1.066318,E
10724,10724,0.037025,-0.293326,0.286189,-0.611766,0.273026,-0.199743,0.693243,-1.215885,0.004913,-0.204568,A
10725,10725,-0.224429,-0.210613,0.369179,1.099605,0.21589,2.05181,0.153841,-1.274632,-0.361342,2.298957,A
10726,10726,0.131201,-0.181355,0.101598,0.81639,0.232823,0.928278,-0.000928,-0.020134,-0.067078,0.952202,A
10727,10727,0.197342,0.039576,0.19418,-0.788947,0.278172,0.029958,0.092381,-0.161046,-0.199631,-0.091939,E
10728,10728,-0.056843,0.391066,0.148685,-0.259972,0.243605,-0.889715,0.450595,0.642894,0.593412,-0.670126,G
10729,10729,0.068573,1.531615,-0.604241,0.03412,-0.893386,-0.145769,0.128516,0.334195,0.412259,0.055496,A
10730,10730,0.507387,-0.25608,0.156686,-0.283495,0.981136,-0.9787,-1.19393,-1.246259,0.884522,-0.140979,I
10731,10731,-0.218757,0.211809,0.135033,1.026091,0.221444,-0.092653,0.228206,0.855951,0.012974,-0.136915,X
10732,10732,0.045568,-0.011178,0.25934,0.085892,0.18996,-0.51487,-1.579767,0.183666,0.583476,-1.774285,A
10733,10733,0.07873,-0.078379,0.085936,-0.055027,0.273372,-1.168261,-0.390384,1.059963,0.251091,-1.013083,E
10734,10734,0.278189,0.123256,0.392367,-1.27301,0.244307,-0.25095,0.445533,0.092997,0.101895,-0.569056,E
10735,10735,0.133515,-0.171501,0.206944,0.691167,0.198827,0.966016,0.474951,-0.650502,-0.542148,0.789371,H
10737,10737,0.171993,-0.282209,0.291125,0.511018,0.208408,0.268703,0.224346,0.22599,-0.184371,0.289388,A
10739,10739,-0.266794,-0.29466,0.332388,1.198335,0.607202,1.279305,-0.655648,-0.441013,0.693621,2.229969,Y
10740,10740,0.07091,0.278014,0.196549,0.215464,0.257389,1.304304,0.407584,-0.6066,-0.083579,1.228908,A
10741,10741,0.002798,-0.127547,0.16845,-0.05711,0.275207,-0.361307,0.327925,-0.638918,-0.529625,-0.19192,G
10742,10742,-0.038804,0.067071,0.206748,0.509785,0.186231,0.488845,0.238236,0.098975,0.079334,0.388558,A
10744,10744,0.033737,0.06704,0.330836,-0.769141,0.248689,-0.46887,0.402733,-0.025473,-0.003477,-0.351719,C
10745,10745,0.097491,0.394322,0.119843,0.575035,0.274453,0.171554,0.348273,0.626036,0.267131,-0.171898,H
10746,10746,0.817299,-0.108754,0.077783,-1.966014,1.00105,-1.352707,-0.401017,-1.796983,-0.791492,-0.589626,I
10747,10747,-3.803656,0.706767,0.409413,1.099445,-2.907816,-0.542734,0.586247,1.275614,-0.506635,-0.291316,A
10748,10748,0.588432,-0.794743,0.134599,-0.550747,-1.192188,-0.47686,0.346107,-1.162875,0.201544,-0.36985,F
10749,10749,0.249651,-0.040003,0.311521,-0.924644,0.224896,-0.437682,0.49375,-1.097984,-0.2498,-0.142257,A
10750,10750,-0.140589,0.368397,-0.193453,-0.588959,0.387919,0.598804,0.101279,-0.105692,-0.202141,0.849374,A
10753,10753,0.224101,0.317853,-0.008676,-0.957617,0.277146,1.07856,0.354484,-1.044994,-0.028988,0.827083,A
10754,10754,0.043211,-0.100434,0.125866,0.72172,0.171903,0.73738,-0.037266,0.243746,-0.111799,0.944387,E
10755,10755,0.439741,-0.445441,0.073406,-0.367003,0.477792,-1.003697,0.290727,-2.388885,-2.704392,-0.72526,A
10756,10756,-0.004549,0.344818,-0.204195,0.600734,0.278707,1.483147,0.428151,-0.46245,-0.519569,1.684164,A
10757,10757,-0.171782,-0.14801,0.461848,-0.921461,0.190314,-1.036388,-0.059271,-1.712154,-1.080698,-0.734037,A
10758,10758,0.051177,0.175866,0.229066,0.672139,0.278708,0.528659,0.266128,-0.294379,-1.001673,-0.153521,A
10759,10759,0.367936,0.410198,0.279681,-0.82745,0.241575,-1.448565,0.556965,0.229346,-0.148476,-1.044536,H
10761,10761,0.651345,-0.666079,-0.235163,0.417484,0.977734,-0.901966,-1.547899,0.214425,1.381213,-0.081961,I
10762,10762,0.256089,-0.159321,-0.150407,-0.230921,0.258711,0.205973,0.9976,-1.94184,-1.354145,-0.27739,F
10763,10763,-0.204866,-0.282106,-0.450657,1.737817,0.244618,0.457427,0.564613,1.36805,1.336893,-0.222119,X
10764,10764,0.001078,0.116818,0.235007,0.463418,0.249376,-0.454759,0.511066,0.861914,0.002393,-0.226144,A
10765,10765,0.065418,0.296322,0.345755,0.234077,0.257098,-0.026761,0.178602,0.877733,0.452282,-0.396981,F
10766,10766,0.411076,0.17386,0.387511,-1.961492,-0.03026,-0.325619,0.241244,-0.8972,-0.063801,-0.507738,A
10767,10767,0.133645,0.19309,0.424,-0.430924,0.248694,0.297704,0.529546,-1.960475,-1.660488,0.265628,A
10768,10768,-0.183305,0.33189,0.226418,-0.088405,0.219556,1.052431,0.172859,-1.035499,-0.480886,1.089316,F
10769,10769,0.611299,0.130979,-0.238106,0.267416,1.000436,-0.221183,-1.479084,-0.718084,0.30248,0.097857,I
10770,10770,-0.338238,0.158665,0.332906,0.755179,0.408883,1.816326,-0.152207,-1.160522,-0.09063,2.315835,Y
10771,10771,-3.498799,0.660687,-0.030596,-0.625923,-5.050748,-0.8769,0.141565,-0.138905,-0.551614,-0.009094,A
10772,10772,-0.243304,-0.082187,-2.759639,1.934992,0.240416,1.38977,0.695079,2.301557,2.040146,1.530009,X
10773,10773,-0.080502,-0.003236,0.390638,1.380755,0.178754,0.891334,0.218384,0.401672,0.448471,0.843191,X
10774,10774,0.023908,-0.171773,0.251747,1.114919,0.192501,2.057086,0.076911,-0.641775,-0.192941,1.228494,A
10775,10775,0.128238,-0.000647,0.045202,0.4867,0.222993,0.665258,0.395213,0.163396,-0.015141,0.599633,A
10776,10776,-0.045248,-0.172273,0.395543,-0.701878,0.261054,-0.060898,0.127937,-0.724217,-0.247338,-0.361787,X
10777,10777,0.071659,0.005263,-1.446961,-0.504145,0.233394,-0.630716,0.336097,0.516141,0.443274,-0.752949,A
10778,10778,0.130451,-0.256987,0.057685,-0.958241,0.197953,1.172646,0.537353,-1.142953,0.014204,0.293455,A
10779,10779,-0.044819,0.139175,-0.467567,-0.625612,0.281889,0.8377,0.624661,-1.127194,-0.486392,0.765858,F
10780,10780,-0.021954,0.0207,0.186665,-0.61523,-0.633387,-1.183358,-0.16994,0.285009,-0.04315,-0.850353,A
10781,10781,0.15889,0.259532,0.211636,-0.023186,0.268276,-0.070302,0.055595,-0.039648,0.576518,-0.203769,H
10782,10782,-0.026213,-0.04855,0.145553,-0.472404,-0.160975,-0.305588,0.409791,-0.905,-0.043835,-0.225601,A
10783,10783,0.138984,0.2088,0.106206,-0.712939,0.28898,0.776097,0.272366,-1.092673,0.040225,1.036456,E
10784,10784,-0.023935,0.025097,0.281673,0.651392,0.277872,-0.070627,0.475675,0.336312,0.226205,0.069215,A
10785,10785,0.224334,-0.394718,0.869102,-1.513986,0.215265,-1.13639,0.100047,-1.04602,-0.170469,-1.121297,F
10786,10786,0.265103,0.356026,0.184142,-0.553076,0.166587,-0.477124,0.040643,1.066459,0.256885,0.012816,A
10787,10787,0.471345,-0.526462,0.302756,0.572145,0.95753,-0.159023,-1.476616,0.892136,1.409671,0.306912,I
10788,10788,0.067187,0.043929,0.279149,1.381195,0.220348,0.064436,0.126462,1.230219,-0.071682,0.190034,F
10789,10789,0.335027,0.227224,0.121051,-0.262686,0.175228,-0.341491,0.278962,-0.205361,-0.108522,-0.186442,A
10790,10790,0.102015,0.046346,0.303933,0.480665,0.227918,-0.147444,0.178958,0.569539,0.336139,-0.450775,F
10791,10791,0.13007,0.122278,0.296678,-0.186413,0.240308,-0.484048,0.481307,-0.243925,0.038672,-0.363748,F
10792,10792,0.646846,-0.32621,0.11436,-0.910677,0.933894,-0.700273,-0.715898,-1.511945,-0.692639,-0.286738,I
10793,10793,0.111183,-0.059513,0.013772,0.999395,0.266271,0.234406,0.209806,1.024299,0.311551,-0.161993,A
10795,10795,0.677558,-0.216924,0.091912,-1.37249,0.865998,-1.649891,-0.608622,-0.373771,1.491747,-0.610914,I
10796,10796,0.140788,-0.256531,0.29665,1.098839,0.267061,0.183622,0.330101,0.875718,0.249769,0.253453,A
10797,10797,0.130996,-0.306731,-0.157565,0.449487,0.223617,0.390105,0.111895,1.193281,0.515217,-0.038331,H
10798,10798,0.055177,-0.045076,0.256411,0.68802,0.267871,-0.115824,0.547773,0.663443,0.195996,0.000703,A
10799,10799,-0.072259,-0.423434,-1.265009,-1.09702,0.057191,-0.019277,0.289911,-0.488645,-0.03707,-0.132003,F
10800,10800,0.520944,-0.159064,0.140648,-0.377265,0.995424,-0.789442,-1.591287,-0.43638,0.600582,0.925933,I
10801,10801,-0.006558,-0.263239,0.141086,-0.108584,0.260967,-0.936527,0.452366,0.508903,0.1688,-0.786387,F
10802,10802,0.11369,-0.442551,0.257689,1.276578,0.256176,0.85579,0.259803,1.25959,0.930991,0.531511,A
10803,10803,-0.081897,-0.209269,0.319469,-0.048137,0.149233,-0.921204,0.265742,0.129218,0.530532,-1.128241,E
10804,10804,0.04731,-0.218434,0.267323,-0.521458,0.261025,-0.613978,0.491539,0.264166,0.478228,-0.574521,A
10805,10805,-0.102418,0.253871,0.056558,0.502469,0.272504,0.054001,0.125457,0.439234,0.193879,-0.207097,F
10806,10806,-0.055923,0.001041,0.234826,-0.268761,0.263293,-0.367028,0.409138,-0.089104,0.189276,-0.412506,G
10807,10807,-0.069707,0.050189,0.122296,-0.120586,0.187373,0.046457,0.460931,-0.432719,-0.031915,-0.075089,E
10808,10808,0.132093,0.077719,0.336817,-0.393442,0.250813,-0.66895,0.275321,-0.031937,0.479197,-0.636742,H
10811,10811,-0.22856,-0.302529,0.996748,2.19128,0.283395,1.967941,0.269725,0.921233,1.018119,2.171357,G
10812,10812,0.498083,-0.117761,0.15062,-0.837407,0.982451,-1.265059,-0.766801,-1.406984,0.060496,-0.350457,I
10813,10813,0.208238,0.404616,0.291476,-0.554593,0.258645,-1.189727,0.264831,0.005712,-0.254971,-1.419841,A
10814,10814,0.004364,-0.070811,0.132685,0.259453,0.274165,-0.064036,0.478527,0.031459,0.085982,0.078876,A
10815,10815,-0.008941,0.040138,0.208189,1.698394,0.217359,0.69168,0.057124,0.314503,0.31617,1.001925,E
10816,10816,-0.132428,0.156178,0.313168,0.8094,0.24463,0.862805,0.231098,-0.583341,-0.171203,1.192668,A
10817,10817,0.710484,-1.229202,0.272728,-0.663443,0.515221,-0.516476,-0.162748,0.055928,0.940351,-0.446774,I
10818,10818,-0.118558,-0.171808,0.300911,-0.028161,0.255902,0.997043,0.110384,-0.907247,-0.579186,1.318625,E
10820,10820,0.184067,0.15312,0.183001,-0.069594,0.253815,-0.300602,0.095036,0.295141,-0.298035,-0.331057,F
10821,10821,-0.099928,-0.352275,0.108974,-1.044363,0.357216,-0.13283,0.354089,1.081446,0.482728,-0.133437,A
10822,10822,0.648268,-0.251144,0.135897,-0.426993,0.914336,-0.305058,-1.15376,-0.267122,0.825441,0.627418,I
10823,10823,-0.06817,-0.005045,0.238108,1.171512,0.18119,1.158037,0.012756,0.338231,0.785284,0.606489,X
10824,10824,0.082475,-0.005559,0.16113,-0.58838,0.248508,0.023876,0.417927,-1.038009,-0.603123,-0.155024,A
10825,10825,0.098604,-0.104938,0.224228,1.615908,0.196939,-0.098697,0.312328,1.312213,0.231258,0.287061,A
10826,10826,-0.121314,0.071472,0.143603,0.927528,0.640037,0.845299,-1.002184,-0.321316,0.412659,1.803247,Y
10827,10827,-0.003278,0.32944,0.305294,-0.307089,0.274152,-0.568405,0.241406,-0.21725,0.16771,-0.683336,H
10828,10828,1.00837,0.050746,0.276791,0.423498,0.200501,0.386714,0.337646,-0.23165,-0.360444,0.024879,A
10829,10829,0.05392,-0.369595,0.162778,-1.161245,0.038301,-0.448458,0.091543,-2.05962,-1.801656,-0.753729,A
10830,10830,-0.067536,0.253288,0.205709,-1.27278,0.096118,0.592187,0.310041,0.420019,0.141488,0.74179,E
10831,10831,0.106088,-0.282591,0.371197,0.059622,0.222912,-0.291064,0.18298,0.54034,0.475749,-0.351772,F
10832,10832,0.022582,-0.453883,0.527828,0.419477,0.210633,0.445301,-1.70558,-0.00717,0.11669,-1.176238,A
10833,10833,0.530812,-0.38324,0.429983,1.17302,0.880365,-0.99519,-0.78195,1.065091,1.12887,-0.070718,I
10834,10834,0.113773,-0.300421,0.089979,0.105487,0.22871,0.353753,0.445533,-0.86462,-0.150935,0.441427,A
10835,10835,0.007419,-0.352142,0.16142,1.80716,0.183216,0.786401,9.4e-05,1.296359,0.749566,0.568021,A
10836,10836,-0.105942,-0.436088,-0.183232,-0.559185,0.101063,0.597409,0.168547,-0.276821,0.23609,0.886124,E
10837,10837,0.08212,-1.185368,0.677865,-0.294845,-0.105676,-1.735642,-1.632936,-3.678534,-2.392714,-1.878056,A
10838,10838,0.015753,-0.244003,0.316392,-0.043254,0.238617,-0.235279,0.182805,-0.172433,0.111376,-0.403359,F
10839,10839,0.140254,-0.120505,0.288557,-0.951347,0.250968,-0.454318,0.261459,-0.199835,0.370774,-0.363393,E
10840,10840,-0.133548,0.275385,0.193617,-0.064793,0.236919,-0.3337,0.329105,0.100378,0.025085,-0.12577,E
10841,10841,0.112708,0.189563,0.195913,-0.22278,0.276084,-0.340618,0.327201,0.033901,0.20595,-0.016511,A
10842,10842,-0.019226,0.225202,0.147095,0.458812,0.254503,-0.733156,0.401842,1.063847,1.006522,-0.425744,H
10843,10843,-0.187941,-0.103197,0.033023,-0.435121,-0.378786,-1.344759,-1.561417,-1.805334,-3.414082,-1.440132,A
10844,10844,0.023405,-0.191086,-0.087359,-1.136892,0.224258,-0.609698,0.472772,0.401329,-0.239288,-0.649409,F
10846,10846,0.570669,-0.313871,0.867129,-2.416278,0.062365,-0.829452,0.709265,-1.070083,0.015774,-0.330142,A
10847,10847,0.09496,0.175642,0.25971,-0.162776,0.23726,-0.436258,0.386711,0.754924,0.566172,-0.709049,G
10848,10848,0.09271,-0.467048,-1.489047,-1.400149,-1.035318,-0.029219,0.440733,0.309951,0.00842,0.074126,A
10849,10849,-0.162536,-0.009744,-0.130819,0.72091,0.139195,1.595634,0.08371,-0.07027,0.719654,1.13406,X
10850,10850,0.138901,-0.196161,0.324024,-0.142287,0.249531,-0.125651,0.441158,-0.757486,-0.649621,0.16628,F
10851,10851,0.043877,-0.191769,0.285923,1.110798,0.262348,0.247295,0.081649,0.245457,-0.187923,-0.059664,E
10852,10852,0.160753,0.405924,0.348491,-0.225987,0.2393,-1.193204,0.290187,0.375485,0.342935,-1.16275,H
10853,10853,-0.116843,-0.059413,0.289281,0.780005,0.271344,-0.099421,0.289037,1.310417,0.27319,-0.062557,A
10855,10855,0.1421,3.7689,0.165898,0.468789,-0.989295,0.199526,0.217089,-0.33495,-0.052623,0.557153,A
10856,10856,-0.002916,-0.072823,0.149443,0.33109,0.266224,-0.364232,-0.047275,-0.711611,-0.8133,-0.350259,F
10857,10857,0.012061,-0.032361,0.286362,-0.679262,0.24176,0.135695,0.146311,0.413971,-0.165973,0.139865,A
10858,10858,0.137335,0.029062,0.267264,-0.09393,0.251477,0.491449,0.242239,-0.584116,0.201019,0.188882,G
10860,10860,0.597272,0.026141,-0.740447,0.327253,0.976103,-1.130823,-1.309515,0.501207,1.333739,0.271687,I
10861,10861,1.100583,0.11957,0.248993,0.384047,0.170766,0.333311,0.670521,-0.844946,-0.683778,0.089325,A
10862,10862,-0.023076,-0.035422,0.095714,1.266587,0.254088,0.305051,0.134993,1.178463,0.655726,0.241437,A
10863,10863,-0.466065,-0.249068,0.11448,0.265663,0.239214,1.063553,0.436821,-0.921882,-0.333122,1.063127,D
10864,10864,0.306961,0.006749,0.21252,-1.372696,0.39842,-0.664038,0.744918,-2.243489,-0.938087,-1.634348,F
10865,10865,-0.129699,-0.429394,0.289632,-0.10126,0.246474,1.981034,0.251747,-1.5072,-1.125452,1.900718,A
10866,10866,-0.251379,-0.288609,0.630041,1.101414,0.703601,-0.258331,-0.735088,0.315419,0.877286,0.37168,Y
10868,10868,0.311996,-0.230477,0.252961,0.30117,0.03583,-0.832149,-0.509739,0.240595,0.920689,-0.153421,I
10869,10869,0.020157,-0.506421,0.283471,0.149461,0.24406,-0.052487,0.227604,-0.314595,0.11023,0.30226,D
10871,10871,-0.220507,0.381183,-0.515146,0.693225,0.19234,0.984582,0.394973,1.099085,0.997721,1.027183,X
10872,10872,-0.005147,0.114844,0.276942,0.327718,0.240706,-0.074707,0.449618,0.192297,-0.076624,-0.173256,F
10873,10873,0.174543,-0.387973,-3.326984,-0.493581,0.22489,-0.205956,0.118417,0.41012,0.59359,-0.20016,A
10874,10874,0.036591,0.001066,0.43537,1.92141,0.249695,-0.277334,-0.090091,0.793339,0.727386,-0.190305,G
10875,10875,-0.0349,0.209505,0.381473,1.28145,0.234412,0.286207,0.192068,0.533406,0.258733,0.684722,A
10876,10876,-0.113955,-0.153407,0.21214,0.552877,0.200288,1.056945,0.587405,-0.871362,-0.43191,1.432342,A
10877,10877,0.135069,-0.456947,0.103086,-0.001859,0.264658,0.931877,0.30031,-0.823811,-0.39631,0.754392,A
10878,10878,0.11894,0.318295,0.135157,0.964212,0.261152,-0.092414,0.066789,0.795205,-0.044483,-0.029755,A
10879,10879,-0.120782,-0.25082,0.276389,1.248016,0.244019,0.207683,-0.019302,1.37532,0.92104,-0.068509,E
10880,10880,0.151697,0.313778,0.292874,-1.171171,0.25674,-0.736824,0.47884,-0.241342,-0.414514,-1.08112,F
10881,10881,0.126906,0.237809,0.093351,0.970606,0.274737,0.999274,0.314042,0.138855,0.341626,0.98576,A
10883,10883,-0.028574,0.158046,0.224781,0.216206,0.247623,0.374873,0.34121,0.042564,-0.204756,0.399912,A
10884,10884,0.50684,-0.428159,-0.244712,0.767447,0.948847,-0.807592,-1.14782,1.034097,1.577689,0.17031,I
10885,10885,-0.146212,0.356448,0.105037,0.492739,0.253883,1.17243,0.160344,-0.473146,-0.705809,1.47406,A
10886,10886,0.096537,-0.165819,0.478061,-0.611332,0.237669,-0.648462,0.829471,-0.898812,-0.108044,-0.802187,A
10887,10887,-0.06329,-0.16095,0.409331,0.331465,0.156365,0.166359,0.030818,0.033104,-0.003094,0.140773,D
10888,10888,0.044284,0.08569,0.292146,-0.065582,0.2668,-0.167902,0.245992,0.641217,0.01206,-0.241046,A
10889,10889,0.142217,-0.107366,0.205215,0.736298,0.243714,-0.335061,0.226008,-0.105529,-0.450425,-0.322921,F
10890,10890,0.033708,0.329306,-0.08033,0.539202,0.208531,2.530422,0.267456,-1.42862,-1.293159,2.520688,A
10891,10891,0.094877,0.317669,0.335013,-0.036558,0.265342,0.002739,0.110816,-0.636954,0.353949,0.147669,E
10892,10892,0.177188,-0.008783,0.123591,0.799005,0.232321,-0.347098,0.174163,0.195365,0.195866,-0.100012,A
10893,10893,0.078825,0.179384,0.124073,-0.030296,0.222095,-0.052127,0.027337,0.321948,0.006524,0.02809,A
10894,10894,0.097787,0.157504,0.342867,0.538974,0.268213,-0.116376,0.140575,0.237782,0.078124,-0.18182,A
10895,10895,0.154427,0.202607,0.263406,-0.107057,0.256583,-0.053593,0.411439,0.178835,-0.126952,-0.218184,A
10896,10896,0.727553,-1.082967,-0.468502,0.48812,0.977801,-1.005338,-0.925462,1.23726,1.874455,0.011507,I
10897,10897,0.121816,0.086997,0.076428,-0.075437,0.193794,-0.465526,-1.393834,0.287149,0.498026,-1.546394,A
10898,10898,0.098911,-0.221428,0.214512,-0.126259,0.216925,0.248512,0.354638,-0.326305,-0.165957,-0.101607,A
10900,10900,0.128763,0.086486,-2.378581,-0.397773,0.284283,0.647734,0.203251,0.266961,0.228429,0.234437,F
10901,10901,0.136441,-0.18293,-0.353891,-1.056557,0.029787,0.555089,0.532974,-0.755821,-0.007334,0.398156,A
10902,10902,0.094001,0.339689,0.341766,-0.095017,0.249238,0.401465,0.341785,-0.073715,0.287572,0.243829,A
10903,10903,0.197967,0.096353,0.229837,0.005779,0.271008,-0.411881,0.24947,0.151886,0.031893,-0.285117,A
10904,10904,0.04916,0.384157,0.338613,1.048906,0.252912,0.560661,0.532306,1.079856,0.150119,0.449202,A
10905,10905,0.041407,0.146185,0.153643,-0.838835,0.21965,-0.662902,0.262569,-1.329745,-0.593512,-0.445812,F
10906,10906,0.16082,-0.063037,0.110332,-0.078854,0.271857,0.095263,0.311827,-0.683277,-0.877848,-0.193595,A
10907,10907,0.077083,-0.026628,0.573719,-0.454649,0.235955,-0.569875,0.08559,0.303825,0.33607,-0.292699,D
10908,10908,-0.123415,0.352983,0.143543,0.002664,0.259852,0.113325,0.174838,-0.311115,0.116349,0.298499,A
10909,10909,0.084506,0.381452,0.315475,-0.158664,0.277326,-0.855262,0.402838,-2.430241,-1.066466,-0.77275,A
10910,10910,-0.114624,-0.255128,0.350659,1.139093,0.242824,-0.017524,0.463207,0.883304,1.430272,0.478228,X
10911,10911,0.078983,-0.456772,0.111839,0.509507,0.244949,1.132095,-0.045634,0.03855,-0.267693,0.957388,A
10912,10912,-0.101389,0.218206,0.286302,0.601679,0.258286,1.162901,0.409559,-0.949165,-0.732481,1.538214,A
10913,10913,0.113957,0.269722,0.132829,-0.098987,0.262231,-0.556552,0.176629,0.27205,-0.051077,-0.517356,F
10914,10914,-0.220803,-0.206524,0.162976,0.930356,0.267227,-0.166158,-0.012195,1.228826,0.837529,-0.274189,E
10915,10915,0.097798,0.20703,-0.480593,-0.275868,0.069495,-1.087599,0.476999,-2.838053,-1.814914,-1.361796,G
10916,10916,-0.133095,0.120388,0.300635,1.146694,0.211507,0.133546,0.159345,0.515316,0.222999,-0.224901,A
10918,10918,-0.078538,-0.187061,0.006061,-0.933261,0.281336,-0.110504,0.153464,0.72752,0.355554,-0.458703,F
10919,10919,0.114986,-0.024719,0.281426,-0.097477,0.272508,0.082434,0.264472,-0.139011,-0.010375,-0.033025,G
10920,10920,-0.029601,0.089301,-0.752873,-1.485452,-0.198111,-1.653168,1.114668,-3.04045,-1.294162,-1.44537,E
10921,10921,0.219035,0.277349,0.270439,-0.376892,0.261302,-0.828515,0.49125,0.265506,0.03348,-0.999223,A
10923,10923,-0.098257,0.334007,-0.29637,-0.02146,0.260223,-0.781511,0.039125,1.02384,0.857778,-1.106034,E
10924,10924,0.006061,-0.011078,0.116705,0.212958,0.234031,-0.390548,0.102318,0.912452,0.674303,-0.599216,A
10925,10925,0.074091,-0.406724,0.133135,-0.383887,0.191212,-0.104998,0.301514,0.102524,-0.139376,-0.155191,F
10926,10926,-0.008212,-0.537143,0.262268,-0.071817,0.273423,1.468597,0.251464,-1.04644,-0.427626,1.048641,A
10927,10927,0.079216,-0.682607,0.291589,-0.609198,0.20429,1.362362,0.255909,-1.994644,-1.810207,1.19561,E
10928,10928,0.245163,-0.61454,0.701834,-1.30684,0.350708,-1.059302,-0.335775,-2.080489,-1.13468,-1.078973,H
10929,10929,-0.075285,-0.026682,0.239837,-0.034908,0.231957,0.059344,0.089744,-0.550229,-0.017328,0.169036,A
10930,10930,0.113586,-0.143354,0.192144,-0.326808,0.270054,-1.23534,0.13102,0.207558,0.728198,-0.962621,H
10931,10931,0.068213,0.280154,0.137482,-0.130616,0.259272,-0.433353,0.171979,-0.277054,0.055093,-0.369577,F
10932,10932,0.70659,0.148952,0.076659,0.739193,0.952665,-0.5386,-1.28151,0.355637,1.828037,0.375268,I
10933,10933,-0.027202,0.308203,0.133279,0.636847,0.262685,-0.292324,0.238316,0.840342,0.256389,-0.305691,A
10934,10934,0.390234,-0.229657,-3.932292,-2.04276,0.281845,-0.978178,0.415669,-0.856406,-0.780679,-0.918073,A
10935,10935,0.120273,0.254612,0.237358,-0.066244,0.245665,0.272804,0.117883,-0.370287,-0.331283,0.067322,F
10936,10936,0.074984,-0.054763,0.075431,0.639192,0.280669,-0.262637,0.328871,0.77704,0.024186,-0.196598,A
10937,10937,-3.498799,-0.340809,0.669937,0.15284,-4.658926,-0.315281,0.701542,0.538487,-0.3751,-0.206752,E
10938,10938,-0.008207,0.231751,0.295867,0.211635,0.128476,-0.114721,0.306433,0.806265,0.803612,-0.380568,A
10939,10939,-0.08541,-0.139481,0.304083,1.058748,0.230348,0.459835,0.494828,0.701394,0.126512,0.624151,A
10940,10940,0.129788,0.095252,0.043023,0.154882,0.277221,-0.61572,0.104711,0.409503,0.306218,-0.575562,F
10941,10941,0.185251,0.28714,0.216848,0.907993,0.240611,0.471926,0.149665,1.099139,0.224751,0.692823,A
10942,10942,0.673428,-0.581392,-0.167996,1.071519,0.998553,-0.741756,-1.437531,0.511909,1.178794,0.040059,I
