,Company,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,LABEL
12021,12021,,0.288061,0.266347,0.684904,792.493465,,0.160715,-0.4746,0.94235,0.760828,0.085502,-0.363568,0.134337,0.066506,4828.729928,-0.116879,1.006193,0.028632,0.030277,42.709621,,,,0.294383,0.652968,0.241127,,49.757912,5.697669,0.271523,0.068838,107.7008,4.03591,1.684529,,1.915845,,0.779005,,-0.672997,,,121.570962,,,2.648282,59.860272,,,1.566817,0.135381,0.307158,18.752162,-14.440481,28343.733234,0.196641,,0.926034,,25.270429,,107.445669,4.616079,-23.344001,0
15125,15125,-0.001534,0.539032,0.389955,2.22461,43.172352,,0.076539,2.243567,2.120336,0.643044,0.217891,0.659812,0.055376,0.236436,7763.079062,0.165187,1.460565,0.051559,0.056262,,,,0.044187,,,0.108118,,,3.590757,0.208299,0.008098,82.048852,11.876443,1.337353,0.195985,2.117277,,0.64542,-0.010691,1.286476,,,,,,0.906204,,,,3.384246,0.184571,0.299032,,,1923.18762,-0.021814,-0.104309,0.90665,,,,47.984219,4.551698,,0
14243,14243,,0.401979,0.07868,2.297417,-39.535385,,-0.009849,2.226508,0.832197,0.288855,0.080621,-0.09136,0.132902,0.054779,15729.989438,0.352667,4.318487,-0.012548,-0.057802,,0.921493,,,,0.285729,,,1.293378,5.04175,0.683134,-0.033551,80.32499,5.732879,-0.31962,0.067518,1.11486,,0.413466,0.053132,0.110407,,,192.83274,88.302784,,1.552681,,,,0.528006,0.556175,0.507682,0.56856,1.647339,16146.115736,0.005872,,0.883867,,,6.82815,116.918848,3.345366,-1.258538,0
11333,11333,,0.84902,0.130312,2.50791,-725.690404,,0.162609,4.493812,3.23312,0.402469,-0.113612,-0.669523,0.134074,0.21319,10620.692905,1.218115,4.180249,-0.115955,0.127512,,,,,,0.391923,0.696332,,,2.714576,0.380716,0.042325,,,,,2.790492,,0.276603,,2.48901,,,175.518092,43.011463,,2.367924,,,,5.281756,0.384263,,,,496.070353,,,1.072621,,,8.915646,101.376749,9.723692,,0
10855,10855,,0.281289,0.13856,4.11824,37.673561,,0.044616,3.491312,2.485589,0.374831,0.250017,0.900034,0.02597,0.193161,3897.791279,1.386989,0.303713,0.349997,0.094621,,,,,,0.282408,0.378508,,,3.422255,0.163138,0.000344,30.501142,5.759756,2.868577,-0.036224,2.490621,,0.429056,0.035663,0.020807,,,72.41509,49.852758,,1.68794,,,,0.646683,0.563149,0.235624,,,171.141114,0.008879,,0.91023,,,5.92366,39.823416,13.675892,,0
12163,12163,0.045309,0.643506,0.004929,0.983993,-82.833451,,0.109259,2.57641,0.909461,0.286901,-0.008797,-0.106003,0.065134,0.023105,2884.682507,-0.012464,1.141724,0.062554,-0.012184,,1.428054,,0.088051,,0.598157,0.34916,,2.046553,4.708199,0.369574,0.048576,114.419254,3.277483,0.616306,,1.124115,,0.697951,,0.574851,-2.027798,,75.076485,74.886171,,1.485786,,0.084799,-0.04256,1.888255,0.240198,0.333209,-0.250072,0.206929,668.457755,0.010499,,,,,6.797982,144.271308,4.156876,-9.841101,0
12591,12591,,0.388908,0.279955,2.407854,16.215242,,0.089351,2.64758,1.155782,0.704898,0.069155,0.791146,0.075921,0.014543,-327.023753,0.125287,1.739591,0.014131,0.066338,,,,,,,0.629298,,4.914297,3.950317,0.135516,0.110562,97.443685,8.981319,0.663233,0.209901,1.323023,,0.71054,0.135739,0.994557,,,154.515305,94.791602,,1.465957,,,,1.958374,0.361755,0.31029,4.349329,5.938348,1729.437876,0.013508,,0.879935,,,4.167524,53.66433,4.193149,27.145328,0
12432,12432,,0.53171,0.305769,2.832333,-69.242936,,0.077966,3.384562,1.241027,0.388815,0.123771,0.602034,-0.000311,0.114035,-2930.044145,0.748323,2.041356,0.118497,0.111395,43.452055,1.312684,,,,0.689036,0.861526,,1.425118,4.996301,0.452324,0.029519,41.092425,2.272409,0.959777,0.10687,1.539482,,0.598565,0.129302,-0.046859,-1.002199,,101.1145,101.959952,,0.341747,52.329478,,,2.418456,0.410557,0.437373,0.921976,1.371419,1568.146933,0.090497,,0.903909,,16.301013,5.886895,126.069978,3.669436,4.448635,0
12885,12885,,0.503979,0.196453,3.674187,43.034875,,-0.002023,2.669767,1.019136,0.664266,0.045054,0.269928,0.057361,0.040989,2787.396681,0.438216,2.395417,0.086561,0.076293,,,,,,0.698331,0.56441,,-1.626223,4.157683,0.302273,0.016933,45.704634,6.560312,2.905979,0.121988,1.323403,,0.807058,0.008782,-0.531532,,,75.543725,70.89072,,2.993407,,,,2.167238,0.404495,0.247381,5.912171,6.249383,2011.822061,0.104182,,1.024429,,,5.930169,100.621279,5.27503,25.171156,0
10611,10611,0.141777,0.189145,0.066763,2.980526,-9.225854,,0.044741,1.230941,0.978653,0.44054,0.141904,0.558599,0.072742,0.134122,-1087.730925,0.676106,6.161609,0.027116,0.067556,,1.075772,,0.071516,0.226293,0.514656,1.249798,,0.741387,4.585898,0.346479,0.057537,62.59416,7.975216,2.407113,0.044349,1.453575,,0.816453,0.027338,1.215011,0.321195,,116.993345,50.045287,,1.213176,,0.106195,0.044351,1.740377,0.400734,0.268523,2.08049,1.407497,9838.509013,0.070465,,,,,9.224735,92.316343,11.064207,5.887071,0
10946,10946,0.014745,0.157812,0.34295,2.312279,-13.535359,,0.233499,0.942428,1.429931,0.717051,0.05374,1.937135,0.186859,0.23984,2565.471128,1.85754,5.267177,0.209306,0.17206,37.761924,1.05361,,0.143792,,0.652204,0.072031,,1.749249,4.405542,-0.054359,0.196549,90.050029,8.542023,3.973096,0.125302,0.998461,,0.808618,0.167681,1.224992,1.894298,,117.279046,83.712097,0.713747,3.295609,64.292551,0.036044,0.12845,1.641115,0.15568,0.108144,0.619081,0.511546,10075.769259,0.144098,,0.871074,,54.748269,4.77605,97.785564,12.35897,5.319932,0
12224,12224,0.051646,0.387619,0.348574,4.535794,-479.101212,,0.072988,6.270786,1.391621,0.850486,0.114248,1.6777,0.1341,0.14556,182.108392,1.276104,7.920412,0.216535,0.202752,,1.260012,,0.013413,,0.471585,1.940253,,-2.282105,4.411025,0.318784,0.100453,46.353571,6.800252,1.13558,0.151873,1.191823,,0.816752,0.157189,1.143043,0.645775,,182.952507,70.62719,,1.852946,,0.007584,-0.032508,0.34978,0.090469,0.168143,6.210624,2.647694,12864.781722,0.063773,0.226011,0.936101,,,7.873682,51.101361,12.736554,6.137981,0
11574,11574,,0.261244,0.252356,2.325938,5.624783,,0.274233,-0.068987,2.677901,0.618505,0.197557,0.47015,0.136611,0.158304,1344.860111,0.484664,1.822462,-0.046134,0.006319,,,,,,0.620839,0.114896,,,3.373825,0.016055,0.101966,51.936476,4.230853,9.943474,0.069884,2.492666,,0.730272,0.074466,-0.157731,,,122.345058,65.00049,,0.654442,,,,2.143004,0.546155,0.159276,,,1297.026108,-0.012988,,0.98485,,,5.774496,100.353171,7.570729,,0
10484,10484,,0.389658,0.175537,1.452592,39.01939,,-0.045428,2.657972,2.016896,0.56291,0.219432,0.349655,0.054423,-0.034876,-2224.432789,0.460201,1.855376,0.031837,0.088935,,,,,,-0.009374,-0.215126,,,3.445832,0.34407,-0.0558,157.313354,8.976177,5.657194,,1.800257,,0.547695,,-0.099611,,,145.881867,32.064663,,3.43512,,,,3.284117,0.330311,0.35226,,,298.714082,0.119967,,0.868739,,,5.637709,162.892978,2.574024,,0
15683,15683,,0.779906,0.000379,1.182916,-56.286474,,-0.061656,1.875603,1.706496,0.272106,0.050745,0.172703,0.092156,-0.035173,-9293.800184,0.266196,1.465437,-0.083584,-0.03997,,,,,,,0.022521,,-2.041966,3.972869,0.801688,-0.005415,144.268242,4.703952,1.918987,0.100211,1.849441,,0.381707,0.045408,-0.108021,-0.021729,,93.27869,20.378345,,0.505002,,,,1.099364,0.574428,0.428634,-1.383064,4.960581,2210.445111,0.017556,,,,,16.352064,45.638486,2.686912,13.893038,1
12724,12724,,0.345725,0.255489,4.944722,-3142.214475,,0.160335,-1.250949,3.029902,0.337289,-0.010967,-0.001754,0.017049,0.139022,17838.9186,-0.553968,4.093562,0.104963,0.115668,,,,,,-0.049376,0.987932,,,2.935212,0.166542,0.13675,43.428217,8.233781,2.365431,0.080666,2.474442,,0.276323,0.023947,2.1323,,,,,,-0.734919,,,,0.146994,0.328131,0.150483,,,171.414004,0.103509,,1.034188,,,,113.269163,3.006026,,0
15468,15468,,0.588954,0.519814,4.007383,96.127954,,0.009308,0.475262,1.644901,0.792649,0.221158,-0.236385,0.097707,0.035007,-2184.764412,1.345377,4.520173,0.246878,0.049884,,1.065983,,,,0.644308,-0.28754,,,3.148503,0.371678,-0.002504,,,,0.325545,2.269582,,0.425991,0.144803,0.770733,,,132.611853,37.38006,,2.680332,,,,2.231644,0.140599,,,,820.289317,,,0.945769,,,12.297468,80.764653,5.949559,,0
13890,13890,-0.005565,0.476673,0.245801,0.983029,-62.467606,,0.081168,1.154633,1.059252,0.437542,0.089399,0.480139,0.017687,0.109612,3528.513558,0.576124,3.748821,0.099968,-0.015521,,,,0.078477,0.299646,0.616254,0.335957,,-0.11921,4.583636,0.289419,0.068531,129.749078,6.250919,-0.078268,0.062057,2.32379,,0.664562,0.053646,0.705023,0.726748,,81.173141,64.808982,,0.825242,,0.096081,-0.023261,0.462098,0.276926,0.281797,1.107639,1.261974,5057.843684,0.043078,,,,,14.350927,82.281396,2.135932,-0.057159,0
12072,12072,,0.425585,0.146723,3.180891,76.456627,,0.020741,2.013756,0.881783,0.3679,0.039228,0.605521,0.091847,0.034178,8905.638299,0.374375,1.601612,0.041828,0.004027,,1.169509,,,,0.678472,,,-0.321424,5.025345,0.706495,0.081771,91.099547,1.997144,1.398033,0.086556,1.299311,,0.686507,0.0773,0.902473,,,123.089925,85.160565,,0.927236,,,,2.028835,0.224095,0.312659,1.187838,1.467143,23561.10274,0.220982,,0.996761,,,5.832454,136.781878,3.644478,-1.885934,0
12393,12393,,0.228221,0.198,0.673243,15.826382,,0.02509,2.348803,1.149726,0.413699,0.036972,0.057091,0.110347,0.000842,-893.002188,0.861577,3.611032,0.125073,0.098278,,1.305287,,,,0.588732,0.641318,,2.360899,4.794611,0.089972,-0.008801,83.576109,8.045132,2.11238,,1.955924,,0.746519,,1.319316,,,148.813755,68.24977,,0.151562,,,,1.169159,0.393181,0.117262,2.165554,-0.176099,17243.886791,0.06758,,,,,5.666844,64.82327,9.524987,-20.152617,0
15514,15514,0.054068,0.590759,-0.034033,1.6914,-66.321971,,0.074679,0.813457,0.878571,0.174008,0.022631,0.098871,0.05621,0.02324,5169.650293,0.120053,2.489658,0.069117,0.068666,,,,0.073828,0.033474,0.400744,0.138449,,1.138301,4.482515,0.391417,-9.9e-05,57.604401,2.170911,-0.040395,,1.820456,,0.68555,,0.095098,,,140.119376,72.969279,,0.486495,,,,1.082079,0.600638,0.437126,1.946594,-0.761924,-6130.723687,0.052061,,0.95286,,,3.994193,172.587659,1.779758,9.206242,1
11207,11207,0.087199,0.325304,0.389411,4.745304,44.206241,,0.164475,2.658416,1.366871,0.618641,0.137992,1.049459,0.120091,0.252465,3106.883983,-0.054774,8.426734,0.149108,0.030221,,1.389225,,0.141395,,0.524029,1.75012,,-2.424328,4.57743,0.000856,0.056871,35.635112,4.971637,3.341546,0.260456,1.939811,,0.765496,0.124767,-0.515261,0.466575,,83.741393,88.311862,,4.076377,,0.070026,0.130638,2.669543,0.108081,0.125822,1.315346,-1.724989,17377.55235,0.181672,,0.833508,,,3.875722,34.201876,6.98375,10.382423,0
13849,13849,0.083345,0.450288,0.088854,1.425191,-31.843603,,0.030956,2.227347,0.98778,0.485843,0.037286,-0.094164,0.027843,0.129397,-636.67273,0.572729,2.787031,0.028421,0.057385,60.515537,1.273652,,0.056777,0.086449,0.418504,0.400217,,-2.844533,4.581073,0.440672,0.086762,73.669543,5.572419,0.107454,0.135044,1.708545,,0.698199,0.027608,0.13194,-2.231372,,128.050111,62.084638,0.389113,0.944593,39.330724,0.059646,0.065509,1.216634,0.503064,0.245368,2.027619,-1.972533,3182.004471,0.084479,,,,11.078076,4.960433,69.044304,6.557219,30.646448,0
14081,14081,0.125071,0.827747,-0.021846,0.806161,-128.283265,,-0.047825,-0.000616,0.966883,0.497962,0.137155,-0.027258,0.116161,-0.058013,3195.748625,0.091939,2.24829,-0.02876,-0.004333,47.395738,,,-0.04051,,0.29805,0.012615,,4.934173,4.291047,0.338454,0.027418,221.647257,1.852487,0.52283,0.031921,1.652863,,0.599214,0.010439,0.15179,0.003578,,240.536399,69.915111,5.481728,0.485708,9.08356,,,0.812556,0.505048,0.241324,-3.066426,-4.000569,3220.316448,0.034818,,0.94886,,513.304281,6.327348,165.56855,4.962984,13.792904,0
11407,11407,,0.550088,0.032173,2.252659,-669.802285,,0.13204,,1.329922,0.351702,0.104403,0.906957,0.125485,0.161627,-1850.460202,-0.035453,,0.060097,0.097079,,1.26343,,,,0.719695,-0.043937,,1.860914,4.662477,0.162148,0.12248,135.86047,2.789392,0.237762,,2.067616,,0.698244,,0.579193,,,92.372968,66.719679,,2.333489,,,,0.363456,0.259623,0.340005,0.629906,1.642403,3833.417701,0.067078,,,,,6.187204,45.114799,7.909378,8.750546,0
13345,13345,,0.3865,0.102989,2.612577,87.735174,,-0.016749,1.562679,1.394639,0.457974,-0.00292,0.561087,0.020292,0.196328,4960.135641,0.725256,3.506909,-0.029634,0.060744,,,,,,,0.01087,,7.624874,3.848652,0.262935,-0.005941,,4.547848,5.870015,0.084569,2.034089,,0.670182,0.011772,0.357702,,,192.114004,39.398355,,1.456029,,,,1.043091,0.461659,,1.711397,-0.264646,1374.791238,,,1.005227,,,4.541053,44.252402,7.304825,0.181342,0
15858,15858,,0.942534,-0.352594,-0.118453,36.920734,,-0.120549,0.42205,1.441781,-0.089182,0.074328,0.433104,-0.107557,0.118372,3355.419528,0.625002,2.496502,-0.281073,-0.001613,,,,,,0.416973,0.662383,,,2.953295,0.335117,0.070955,246.989956,8.630893,5.260017,-0.022753,2.781286,,0.18905,-0.230861,1.379373,,,,,,1.925733,,,,2.319957,0.620834,0.500327,,,17.888413,-0.028815,,1.030013,,,,145.108668,2.280635,,1
10003,10003,,0.213035,0.240039,2.497991,-36.343133,,0.193953,1.9955,1.49076,0.710864,0.163699,-0.186657,0.178388,0.172977,-587.706839,0.542001,3.162635,0.126159,0.116686,,1.145668,,,,0.63963,-0.087332,,-0.629448,4.771529,0.418193,0.149869,53.210949,2.483961,0.07507,,0.85376,,0.644347,,-0.274978,2.420403,,110.608107,85.997272,,0.686241,,,,0.892224,0.273405,0.297533,3.903211,-0.171912,4861.559078,0.050958,,0.846868,,,7.034566,76.755385,5.460559,22.216199,0
13774,13774,,0.576849,0.127228,1.111986,21.108992,,0.301478,2.454734,2.736157,0.486179,0.317654,0.376257,0.001112,0.028841,-5093.92605,0.333512,1.711119,0.343838,0.105647,,,,,,0.214577,0.574464,,,3.509142,0.216488,0.025365,,,,,3.927384,,0.555402,,0.582074,,,60.917234,31.510345,,1.776756,,,,1.934391,,,,,1263.025451,,,0.907796,,,9.715987,64.375575,3.21572,,0
14646,14646,0.022926,0.477866,0.289027,3.054505,6.912052,,0.187932,2.042655,2.320419,0.629149,0.18861,-0.152535,0.042918,0.063973,1901.541431,0.41032,1.403763,0.002085,0.010075,,,,0.09552,,,-0.02191,,,3.66777,0.321747,0.069318,65.384301,4.992797,3.927323,-0.061657,1.875575,,0.536508,-0.01341,0.401319,,,,,,1.822276,,,,2.693365,0.55492,0.12572,,,1109.35557,0.114783,0.286232,0.893972,,,,53.389619,4.124537,,0
13307,13307,,0.507187,0.212549,1.007493,-131.12968,,0.095029,2.242966,2.763351,0.850335,-0.164458,0.13605,0.099585,-0.077245,2158.570991,-0.55834,2.169915,-0.022587,-0.02377,,,,,,0.567892,-0.404705,,,2.765155,-0.129267,-0.082112,162.51041,7.762988,10.384421,,1.793896,,0.498209,,3.02467,,,75.365615,26.947744,,1.225358,,,,3.918644,0.521657,0.572973,,,-51.549592,0.008028,,0.962173,,,5.502236,183.635525,7.4534,,0
11587,11587,0.106842,0.37845,0.073217,2.243423,-2.146192,,0.054222,0.202411,1.106809,0.293151,0.093395,0.295614,0.041479,-0.001966,963.801164,0.635506,2.14663,0.00717,-0.009206,,,,0.041433,,0.379096,0.089181,,-0.908092,4.267307,0.375989,0.042547,84.410802,3.816249,0.014383,-0.004745,1.749423,,0.685221,0.022187,0.271079,-0.383913,,89.988397,76.838888,,0.645301,,,,1.763955,0.562145,0.390131,2.552608,0.190626,2361.395276,-0.007555,,0.896643,,,5.470514,92.129188,2.854722,7.370576,0
11292,11292,,0.625212,0.408866,2.878364,-15.104422,,0.151813,2.248953,1.268805,0.584293,0.138217,-0.027965,0.135115,0.002114,-5268.672229,0.275865,2.408462,0.156048,0.024033,,,,,,0.376149,0.183079,,-1.33842,3.956876,0.487167,0.081896,45.613709,5.45467,4.307005,0.063882,1.49808,,0.561614,0.085646,-0.140285,-1.056819,,100.196299,134.572668,,1.027715,,0.100417,0.015455,1.375997,0.175884,0.111182,3.255375,-0.16903,3425.536755,0.12448,,0.988978,,,7.077236,43.276804,7.055879,8.085927,0
10564,10564,,0.403031,0.114984,1.958947,,,0.102456,-0.344147,0.840704,0.494714,0.134828,0.019425,0.250725,0.12264,2779.146641,0.637202,1.956306,0.102373,0.107803,,,,,,0.331174,0.360471,,-2.385267,5.663028,0.700203,0.212082,,3.738021,1.702808,,0.761428,,0.769448,,0.216144,12.628803,,159.75925,,,1.638453,,-0.00757,0.061016,0.619295,0.183678,-1.454637,0.905855,1.148307,103013.644973,,,0.778729,,,,121.928476,1.853208,-45.274782,0
13695,13695,,0.360259,0.060253,0.963951,48.484586,,0.113715,-0.400594,1.329893,0.610062,-0.002375,-0.166866,0.088587,0.030947,13581.991493,-0.010877,2.494248,0.098744,0.060163,60.240064,1.102267,,,,0.486329,-0.00522,,0.377959,4.999773,0.676871,-0.036361,132.095038,2.691584,1.754652,0.158832,1.00084,,0.380737,0.101759,0.207375,-0.623469,,114.675068,49.555167,,0.929315,62.77893,0.049115,0.061718,1.241788,0.518082,0.217621,0.860938,1.067391,13209.898115,0.060767,,0.94025,,43.221478,4.530417,127.422634,3.264051,5.465544,0
13101,13101,,0.852467,0.030705,0.468517,59.887296,,-0.081411,2.233426,2.088904,-0.075279,0.078376,-0.092056,0.111266,0.115307,-11966.111305,0.49665,5.178449,0.060517,0.046636,,,,,,0.60818,-0.189335,,,3.239329,0.23684,-0.091221,190.4165,5.903609,4.091562,-0.002005,2.314408,,0.724898,-0.023135,0.12169,,,154.936694,103.281393,,0.800629,,,,0.263172,0.558935,0.124104,,,550.919559,0.113172,,0.995618,,,6.27328,72.721674,1.177788,,0
14259,14259,,0.647513,0.02521,1.344754,-71.030821,,0.140127,1.664486,0.934865,0.439157,0.018147,-0.053577,0.074324,0.033937,15894.168251,0.243513,2.252014,0.130078,0.092468,,0.848171,,,,0.630655,,,0.064384,5.08217,0.404347,0.040905,107.627231,4.263016,-0.308811,0.075004,1.286661,,0.528698,0.089672,0.290065,0.524365,,176.239514,83.675376,,1.847658,,,,1.329468,0.32742,0.339269,0.568902,0.931672,31613.60013,0.109423,,0.901374,,,5.811781,91.432894,2.075891,11.46368,0
11621,11621,,0.656704,-0.055441,0.696336,55.861531,,0.022912,2.416696,1.187803,0.309652,0.075131,0.362587,0.060516,-0.001085,18756.62629,0.201711,0.920561,0.117088,0.021408,,0.99522,,,,0.284258,,,0.148734,5.36415,0.287563,0.046989,170.107164,3.828938,-0.009568,0.15205,0.644294,,0.593328,0.085577,0.428297,,,96.216853,87.637289,,0.638553,,,,1.05618,0.604758,0.210546,0.947117,0.910938,2085.647824,0.010749,,0.963977,,,7.092948,161.934501,2.006902,1.429629,0
13492,13492,0.018461,0.677239,-0.040933,1.404899,-86.172558,,0.097691,1.617824,0.880073,0.3741,7e-06,-0.077538,0.08482,0.141174,63.786053,0.453335,3.507302,0.058356,0.084788,44.734325,,,0.008098,0.312865,0.237854,0.349422,,1.711392,4.342134,0.524121,0.083588,130.167096,2.185748,1.307385,0.052644,1.841386,,0.652477,0.057236,0.272332,-0.686857,,138.59675,85.991189,-0.608079,0.521521,43.071388,,,0.656596,0.306448,0.207037,0.566411,1.696108,6710.638735,0.070201,-0.453518,0.969447,,-2.607639,4.820034,118.307764,2.769559,4.31518,0
13995,13995,0.080465,0.291156,0.466856,4.273065,-25.979895,,0.103867,2.519288,1.255095,0.623823,0.128372,1.746055,0.204169,0.163255,2463.06318,0.743748,7.0831,0.124947,0.061336,,0.996285,,0.099305,,0.497131,0.363405,,0.746111,4.567795,-0.052756,0.029342,98.787753,8.298043,0.312941,0.156644,1.81421,,0.786429,0.137972,0.239133,-0.031854,,83.788274,33.758852,,3.692026,,0.12882,-0.007177,2.03148,0.200161,0.331446,1.770852,2.044211,9939.046342,0.126278,,,,,9.585303,56.255655,9.43749,0.736019,0
13717,13717,,0.288996,0.307604,4.766118,-22.247766,,0.217593,6.25116,1.323683,0.812638,0.119787,1.181053,0.10616,0.150994,1858.975245,0.321277,3.117445,0.152163,0.185389,,1.292957,,,,0.599685,1.824629,,-1.693496,4.543837,-0.062661,0.176152,86.087946,3.659138,3.077542,0.078803,1.066113,,0.791334,0.097886,0.644923,-1.959836,,100.198572,44.177437,,1.150549,,0.054393,0.091361,2.559738,0.227119,0.132277,2.459573,2.870201,10397.531901,0.077801,,0.912144,,,4.065909,77.161628,10.45515,2.293788,0
10084,10084,,0.379171,0.378903,1.811523,-92.306234,,-0.11422,1.712463,1.101514,0.016606,0.056035,0.337244,0.086943,0.104289,-10620.106353,-0.08847,3.010349,0.028979,0.015428,,,,,,,-0.058673,,-1.263959,4.008231,0.308187,0.097843,259.827532,1.942298,0.1547,0.115091,1.999526,,0.522198,0.006016,0.371446,,,84.430101,60.084495,,1.793551,,,,0.639136,0.273481,0.16405,-2.705584,-2.879972,-1109.927373,0.060862,,0.98898,,,3.360406,216.820135,6.352397,-2.099972,0
11430,11430,,0.425174,0.372994,6.091618,98.812894,,0.205147,2.213238,1.291308,0.820952,0.06442,0.46232,0.136312,0.15959,7948.031454,1.001443,1.697204,0.060046,0.11216,,,,,,,0.888399,,9.273309,3.929003,0.241963,0.137345,,10.476909,7.515187,0.07129,1.933767,,0.734785,0.138536,1.03183,,,73.704865,59.914963,,4.46324,,,,4.951547,0.346064,,10.924708,9.896501,4876.202362,,,0.991668,,,4.874318,68.233494,3.766526,16.780863,0
15554,15554,-0.041638,0.584627,0.039071,1.175938,-191.753483,,0.152995,0.556538,2.104877,0.67177,0.109962,0.237336,0.005854,0.046787,-8399.557888,0.513557,2.229685,0.035506,0.097771,,,,-0.021045,,,0.506836,,1.627682,3.903492,0.42253,0.025739,64.91387,3.255952,2.557881,0.045536,1.290304,,0.393954,0.090888,-0.084828,,,94.483767,72.859269,,1.104201,,,,2.146221,0.297428,0.249488,1.150655,-1.085078,1118.979302,0.058228,-0.325199,1.013667,,,5.648844,118.13565,4.834573,26.488258,1
10461,10461,0.040683,0.609989,0.17915,2.003099,-24.759221,,-0.023959,0.21982,0.94298,0.41565,0.050431,-0.1045,0.057638,-0.023313,5026.024653,0.236055,1.56013,0.058008,0.009563,,1.313071,,0.016572,,0.632104,0.085174,,-3.255436,4.608956,0.302191,-0.035886,124.310206,4.087803,1.262901,,2.412858,,0.402245,,0.079278,0.636496,,137.057206,45.34894,,0.89206,,-0.06257,-0.065323,0.776987,0.469726,0.269831,1.949318,4.887327,-1143.302613,0.047368,,,,,7.718176,155.483562,4.612312,25.979976,0
15424,15424,,0.781097,0.010522,4.330451,-126.079036,,0.157925,-1.896313,2.151698,0.475978,0.028474,0.323378,0.178115,-0.014739,3856.937533,1.068787,8.07241,0.262495,-0.050309,,,,,,0.234842,0.971374,,-0.246082,3.203794,0.085851,0.090614,,,,0.27647,1.425448,,0.482066,0.073677,0.6556,,,,,,1.550909,,,,2.297864,0.194381,,-1.23097,13.056313,814.136571,,,0.920342,,,,107.999362,11.02131,106.696853,0
12835,12835,,0.55297,-0.322416,2.056094,-182.120524,,-0.191815,1.373339,0.932563,0.395298,-0.174666,0.295975,0.118978,-0.168772,15724.112858,0.247012,2.502021,0.009274,0.014918,,,,,,-0.129373,0.07123,,-2.562236,4.051299,-0.063134,-0.087691,213.469229,1.287351,1.002494,-0.098237,0.492449,,0.601737,0.114601,-0.196339,,,96.672214,79.358717,,1.953429,,,,1.369809,0.837161,0.843383,0.394853,4.041056,-5695.325322,-0.141321,,,,,10.758792,153.912934,5.656783,-10.426437,0
10981,10981,-0.001063,0.556892,0.227521,5.347176,-530.846683,,0.192336,,1.347846,0.690925,0.09824,1.011445,0.165707,0.25013,-1571.830152,0.656612,,0.239818,0.01964,,1.385981,,0.049594,,0.356216,0.88322,,2.388582,4.36634,-0.008491,0.157877,128.331298,10.705016,2.198037,0.119768,0.973556,,0.711751,0.052476,0.893057,0.483875,,107.605566,53.230857,,2.804636,,,,2.375377,0.288968,0.125595,1.597592,0.640352,9269.805426,0.231159,,0.763421,,,8.290222,38.528724,11.6305,4.313037,0
13627,13627,,0.440977,-0.026614,1.179498,,,0.122139,2.819301,1.399648,0.295815,0.112369,0.20444,-0.027193,0.033653,-3847.217377,0.094137,2.611761,0.056046,0.096713,,,,,,0.379494,0.511039,,0.407722,5.490095,0.355165,-0.119514,,1.574505,1.64734,,1.612229,,0.613205,,0.236638,,,95.313303,,,1.073258,,,,1.33703,0.525657,1.761568,0.417215,0.921402,13680.949284,,,0.923083,,,,177.769753,3.581728,0.56403,0
10857,10857,0.123151,0.420856,0.224038,1.588899,41.078096,,0.06468,1.035043,1.255093,0.696017,0.19266,-0.083003,0.062046,0.031688,4855.760783,0.104492,2.913827,0.114166,0.047611,,,,0.058007,,,0.692841,,-1.461364,3.81677,0.017351,0.143762,,9.209923,2.716512,-0.008492,1.236464,,0.801382,0.035824,0.089687,,,120.533243,78.066466,,1.457779,,,,4.35279,0.345173,,-1.476804,8.596704,984.167419,,-0.012924,0.839953,,,6.3933,73.88146,10.365941,4.11503,0
13350,13350,0.070622,0.422883,0.261351,3.737519,85.743064,,0.20324,3.707664,2.306338,0.489798,0.149355,1.158741,0.0624,-0.003365,-381.434136,-0.047898,1.676607,0.039598,0.068516,,,,0.028874,,0.153073,0.368787,,-7.290713,3.679315,0.241805,0.033396,93.16759,10.43432,1.352958,-0.048435,1.865456,,0.720644,-0.044933,0.408689,,,,,,1.778684,,,,2.47667,0.506988,0.201559,10.241937,0.369092,1209.237503,0.037729,-0.181758,1.03092,,,,47.68252,10.72661,56.696014,0
14061,14061,-0.102087,0.874199,0.020087,1.27883,-261.288037,,0.15193,1.33504,1.018925,0.541018,-0.038952,0.261803,0.110577,0.135797,20530.412474,0.470015,0.773152,-0.058052,-0.028003,-89.137656,,,-0.089245,,,0.412119,,,3.593099,-0.103218,0.007608,205.702551,3.435539,2.165799,0.153511,1.840936,,0.569571,-0.006686,0.161023,,,537.65977,140.891111,-16.550667,1.390554,376.586254,,,0.625537,0.4523,0.447213,,,-292.595969,-0.118439,0.49995,2.270665,,208.865049,1.241327,149.43981,2.373283,,0
