LINK_COL,Company,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,LABEL
C11679,C11679,0.044977,0.647878,-0.04028,1.105518,-71.019763,,0.023581,0.528686,1.009481,0.314514,0.087983,0.088493,0.093147,0.002263,6786.907748,0.05724,1.694373,0.002424,0.024566,24.176165,1.284223,,0.033657,,0.510256,0.236757,,0.157873,4.488855,0.562984,0.038604,88.93758,3.064587,0.359998,0.074446,2.731098,,0.438905,0.064863,0.067539,0.075231,,94.795735,67.488627,1.558913,0.831661,23.664728,0.046152,0.056808,0.949318,0.5109,0.353919,0.937732,1.072623,-599.039728,0.013856,0.035156,0.914807,,33.811221,6.174181,76.449523,4.76882,4.089361,0
C11593,C11593,0.100849,0.176412,0.48255,2.0739,142.133337,,0.082801,6.751538,1.066867,0.772924,0.122946,0.921848,0.151606,0.117308,2466.077778,0.461607,7.840239,0.181877,0.115384,,1.041979,,0.065308,,0.803771,1.260942,,4.095742,4.125729,-0.158126,0.092831,70.748964,8.81144,0.602611,0.069434,0.908354,,0.810935,0.178185,1.469611,-0.144733,,153.32019,141.216002,,4.529184,,0.117093,0.027407,1.948828,0.161609,0.153388,0.830486,2.00911,6157.678473,0.098957,0.174521,0.839644,,,7.548838,67.532216,6.56237,11.083187,0
C15402,C15402,0.04023,0.46597,0.507579,4.14452,-34.342034,,0.23273,1.40228,1.576008,0.843699,0.079819,0.425666,0.106554,0.221858,1274.449916,1.338787,1.885159,0.178297,0.101495,71.092,,,0.098543,,0.37642,1.23667,,4.676774,3.981215,0.155573,0.144724,40.214874,5.716098,7.049637,0.080391,1.760321,,0.670213,0.13372,0.416209,0.134968,,178.950497,42.915877,0.114978,2.611371,79.37793,0.205954,0.092119,2.487792,0.2664,0.240627,3.134423,5.367596,4500.491844,0.07212,0.272111,0.947733,,3.495268,9.789562,44.426917,12.358742,8.117216,0
C11283,C11283,0.210204,0.244694,0.384602,3.401159,89.601953,,0.244515,4.050862,1.463867,0.613517,0.256091,1.181754,0.144168,0.080645,1015.525997,0.396704,4.930849,0.160904,0.161319,73.075213,1.075534,,0.060359,,0.602103,0.60399,,2.351741,4.683778,0.216254,0.043647,92.528106,6.239011,3.677711,0.066356,1.037498,,0.649133,0.087355,1.169938,0.116511,,111.701012,37.431939,0.186599,2.380682,103.887787,0.068419,-0.006333,2.937489,0.273841,0.230501,2.609645,2.841093,11702.1538,0.131904,0.351226,0.94341,,4.915492,6.097581,87.8755,5.139964,-1.524207,0
C14078,C14078,0.156694,0.460667,0.179055,1.711017,50.147392,,0.045918,1.264795,1.693326,0.731792,0.03503,0.926223,0.055779,0.038761,1399.553635,0.147661,3.225183,0.098625,0.037404,,1.073864,,0.038272,,0.289239,0.59472,,0.067241,3.474798,0.172052,0.065381,69.412643,5.592334,7.108887,0.038388,1.955636,,0.741156,0.043541,0.945404,,,147.209371,98.258718,,3.409409,,,,2.949615,0.199381,0.22322,11.159087,3.492615,1631.173449,0.167531,0.176584,0.811214,,,6.679595,87.332815,7.033475,30.495714,0
C13383,C13383,0.028771,0.209946,0.448508,4.274499,32.949647,,0.154495,1.812875,0.991286,0.729287,0.067379,0.984749,0.087619,0.16845,1607.866664,0.090027,3.165478,0.166366,0.038452,,0.986086,0.09471,0.056463,0.281395,0.600563,0.98545,77.340593,0.035961,4.242566,0.041385,0.018049,81.548358,7.099487,1.757751,0.077323,1.610026,,0.623438,0.073968,0.58695,0.044631,0.041828,115.060614,111.759314,,1.364545,,-0.02928,-0.018457,3.758833,0.311505,0.203153,4.680333,1.488448,8092.061729,0.09197,0.184157,0.915293,,,3.489557,58.483777,7.130399,2.600632,0
C11440,C11440,0.072765,0.383712,0.17122,1.486529,1010.41473,,0.188308,1.701473,3.12668,0.639167,0.126492,0.191393,0.038245,0.080418,-2610.121158,0.507792,2.697863,0.14216,0.07163,,,,0.066764,,0.100285,0.35198,,4.659874,3.933999,0.133207,0.101607,37.173718,3.364751,9.7062,0.018777,3.116347,,0.42683,0.024699,0.29738,0.188019,,96.932822,61.841919,,2.061264,,0.120263,0.07732,0.766988,0.560383,0.193353,5.899938,0.446232,749.870497,0.099704,0.104046,0.984658,,,11.799162,40.914216,11.067682,41.504942,0
C10516,C10516,0.007068,0.561247,0.102571,1.607384,-37.992994,,-0.062889,1.083347,0.956597,0.247463,0.035638,0.090181,-0.004018,0.033899,21462.15981,-0.092876,2.411698,0.054857,0.023972,26.971074,,0.026086,-0.052104,,0.110701,0.308977,,0.722206,3.98337,0.279869,0.043979,133.734409,3.30277,2.197887,-0.046937,1.81842,,0.474873,0.052997,0.134266,-0.01265,0.024127,149.082149,68.228473,-3.716054,0.540616,37.791375,0.012962,-0.056422,1.639495,0.581971,0.236203,2.554313,1.247404,-57.894565,-0.023253,-0.163851,0.966693,,95.721232,6.301139,121.317729,6.169462,1.190469,0
C14633,C14633,0.225181,0.184083,0.354292,5.051172,29.493548,,0.118739,3.613318,1.077762,0.797459,0.251448,1.378004,0.247094,0.220296,217.627606,2.086275,11.937845,0.062457,0.103296,68.105604,1.359392,0.228281,0.155104,0.398181,0.857367,0.757829,11.211999,1.289921,4.511532,-0.083107,0.172366,52.663792,8.365529,0.389582,0.156449,1.14117,,0.78658,0.144908,0.567042,0.019725,0.135845,125.743579,41.182223,0.187398,5.445052,69.737927,0.074849,0.151868,5.450031,0.098439,0.138571,2.397551,1.743372,10035.79367,0.129163,0.235593,0.918309,,11.78815,5.957943,37.762601,10.047744,3.502464,0
C14770,C14770,0.084876,0.46214,0.34808,2.244915,-8.023046,,0.0269,0.887791,1.991883,0.519269,0.215863,1.00795,0.04338,0.102683,3595.808006,0.395213,2.263841,0.182868,0.022991,72.301225,0.97323,0.189892,0.055575,,0.209464,0.587632,214.574262,8.221653,3.984694,0.118956,0.081884,91.313822,7.988295,6.375869,0.22368,1.702468,,0.617117,0.017475,0.622253,0.09038,0.033791,85.74692,48.573185,0.785191,0.679032,53.592389,-0.010344,0.053474,2.342221,0.447071,0.095582,5.977779,3.253885,3667.394335,0.069581,0.259143,0.965816,,9.849221,7.11522,53.553192,9.710737,17.044331,0
C14067,C14067,0.047529,0.444827,0.343117,4.153776,69.080991,,0.052121,5.442393,1.023573,0.549779,0.15288,1.072431,0.062891,0.062717,2444.92165,0.978591,4.859023,0.107544,0.0635,,-0.074402,,0.038993,0.032645,0.383701,0.148648,,2.738029,3.93935,0.004087,0.026149,93.315247,5.551169,2.053324,0.116485,1.467322,,0.79434,0.097802,1.099356,0.522335,,130.377628,128.467624,,3.477349,,-0.010947,0.120777,3.304391,0.320441,0.206365,2.059319,0.965344,2865.642937,0.064551,0.086316,0.831085,,,3.992018,92.619083,5.956931,7.516607,0
C11647,C11647,-0.012769,0.646695,0.141024,1.883545,-1070.849116,,0.005544,1.922371,1.479612,0.419909,0.030026,0.221015,0.071144,0.077045,4258.752424,0.058071,1.896265,0.080843,0.083481,,1.049894,,0.026681,,0.315196,0.089786,,0.007681,4.614899,0.30865,0.01147,195.909989,0.211225,0.000798,0.082688,1.495782,,0.729343,0.031932,0.146629,0.159815,,169.954599,43.958437,,0.671064,,-0.029848,0.029615,0.945569,0.269408,0.389488,0.863889,1.219727,5293.910115,0.116725,0.271892,0.95118,,,5.692279,176.330891,3.022217,3.336371,0
C14203,C14203,-0.023813,0.714878,0.111466,1.141261,0.688449,,-0.013533,1.802093,1.090164,0.279646,0.130421,0.461417,0.012303,-0.033553,8554.846232,0.093472,2.630443,0.126652,0.094412,40.132976,1.236534,0.049546,-0.037167,0.297164,0.324878,0.119815,-0.677088,0.434343,4.486377,0.428839,-0.02844,28.252924,7.235147,0.733731,0.089883,2.204776,,0.556432,0.079056,0.25922,-0.082321,0.064476,116.018972,31.193832,-0.134277,1.01244,79.25376,0.056714,-0.037471,0.596494,0.301787,0.335728,0.977673,1.238244,5233.129967,0.042719,-0.012907,0.96833,,6.090093,16.040158,111.868569,5.189956,7.748649,0
C11497,C11497,0.017715,0.454437,0.253394,1.940799,-46.690561,,0.149552,2.987209,1.405467,0.374328,0.138364,0.449272,0.066449,0.141173,-70.929853,0.461468,1.9685,0.031217,0.024101,75.956067,1.301568,,0.017696,0.358371,0.497116,0.185131,,0.366289,5.293693,0.420687,0.060705,109.227762,3.088285,0.861133,0.101033,1.134872,,0.76626,0.038842,0.522951,0.034293,,158.252978,78.586787,0.125435,0.845971,77.359738,0.12927,0.000648,1.524213,0.179404,0.270229,1.214633,1.096585,53709.79017,0.185622,0.08442,0.957878,,3.679625,8.349381,90.449287,6.631401,1.360999,0
C10444,C10444,-0.024372,0.676938,0.103383,1.117986,-30.892343,,0.01194,0.214682,0.941288,0.392574,-0.025145,-0.044799,0.040823,-0.020778,8414.936283,0.159802,1.837079,0.033161,0.033706,20.899463,1.180232,0.027071,-0.039913,0.216825,0.309092,0.011473,1.852668,0.254444,4.366219,0.168287,0.040831,155.454185,4.658201,0.082738,0.126808,2.425789,,0.371824,0.002436,0.033673,1.315329,-0.013912,80.906011,134.649259,-1.070399,0.765914,26.08123,-0.057908,-0.053132,1.27429,0.692171,0.19654,3.668245,2.346474,-32.480276,-0.034794,-0.161827,0.934578,,45.269574,6.931928,144.418769,4.660247,43.03059,0
C14314,C14314,-0.005552,0.68529,-0.087644,0.961858,-100.572335,0.200082,-0.050562,0.162921,0.98687,0.444239,-0.061358,-0.175793,0.015926,-0.033612,-140.301676,-0.066337,1.196705,-0.071941,-0.144882,57.47928,1.264175,0.053646,0.049891,0.044654,0.496455,0.064484,,-0.081545,4.956004,0.64271,0.076551,195.256196,2.138776,-0.057297,0.049404,1.14565,,0.35017,0.018331,0.343795,0.110508,0.061865,75.923602,44.759693,-0.569602,0.740057,56.46771,0.052129,0.052224,0.753154,0.60047,0.571548,0.592102,0.978211,9472.06644,0.072177,-0.148718,0.957989,,13.981047,4.843414,196.944083,2.864032,1.757845,0
C12490,C12490,0.083449,0.376096,0.1488,1.259495,16.923329,,0.017869,1.776193,0.943265,0.633344,0.053855,0.238097,0.102322,0.095141,1487.781648,0.382205,1.932409,0.018866,0.058821,38.634446,1.185985,0.051791,0.047536,0.401407,0.665549,0.471682,1.886759,0.660846,4.256787,0.275515,0.079405,60.812071,4.159539,0.412718,0.104412,2.497232,,0.699191,0.073319,0.025564,0.141438,0.06791,77.973075,52.590788,0.24083,1.110396,29.589871,0.052741,-0.001626,1.74672,0.437634,0.145298,1.366403,2.393542,4246.627251,0.068955,0.079877,0.980997,,12.438356,5.174363,91.294167,7.319333,1.284303,0
C14252,C14252,0.043551,0.446567,0.32813,2.351742,16.405556,,0.110933,0.34929,1.00853,0.745713,0.077067,0.219433,0.082289,0.063983,1959.891289,0.586192,3.023445,0.086046,0.07734,27.312299,1.292484,,0.086221,0.391223,0.576518,0.466224,,0.242378,5.397455,0.080344,0.113724,53.107763,3.945218,-0.058068,0.051325,0.962742,,0.686654,0.048979,0.729195,,,78.42286,98.762736,-0.716588,1.173934,61.493513,,,1.345302,0.248564,0.163733,1.273456,1.488027,46530.0945,0.030623,0.023459,0.971557,,-4.608737,3.595257,77.71195,5.57443,2.452803,0
C15078,C15078,0.019519,0.429887,0.076506,1.370259,3.270407,,0.111279,2.315996,2.180786,0.405083,0.157008,0.417207,0.071189,0.08453,3106.224742,0.46106,1.550161,0.167639,0.062971,57.368918,0.979961,0.024952,0.042782,,0.352245,0.465581,8.511493,0.425841,4.190636,0.292969,0.027336,97.799217,7.852272,6.486681,-0.007247,2.171228,,0.542725,0.049917,0.395616,-0.040488,-0.000288,131.784603,47.936617,1.272734,2.015136,25.409915,0.164017,0.044915,2.195803,0.459074,0.099744,3.086996,-0.287267,2924.4592,0.103406,0.089182,0.984511,,16.494925,5.90658,98.547381,7.994932,0.208616,0
C11180,C11180,0.041233,0.551839,0.272866,2.845077,-6.92866,,0.12995,1.875094,1.021321,0.563197,0.0579,0.375918,0.139123,0.14966,1376.583848,0.351156,1.891743,0.086119,0.039314,53.195882,1.166735,0.127012,0.088261,0.397475,0.383625,0.616929,7.620415,0.12606,4.260662,0.156442,0.102728,81.535323,4.56967,1.172262,0.074207,1.812278,,0.530853,0.11243,-0.126358,0.154269,0.112925,148.92989,76.608106,1.352951,1.272591,26.925824,0.141723,0.033564,2.045842,0.263468,0.251348,1.532125,1.189454,1981.120226,0.129727,0.223195,0.933202,,17.287601,4.88335,46.575022,3.705004,2.221546,0
C11209,C11209,0.076799,0.519901,0.190727,1.250945,13.181049,,0.050696,0.857011,1.127551,0.572955,0.111101,0.096041,0.116905,0.104925,5488.600678,0.262146,2.555915,0.106514,0.007555,63.710621,1.300007,,0.012996,0.12277,0.347108,0.651606,,1.793392,3.795251,0.321835,0.010272,110.900685,5.228186,2.885152,0.084871,1.030976,,0.721984,0.041964,0.873457,0.222506,,73.494351,33.910597,6.935165,1.358318,68.263954,0.013303,-0.004303,0.888636,0.234781,0.3364,2.484628,1.059632,1870.366111,0.05904,0.059263,0.868814,,-21.120993,8.044138,56.547808,6.361624,4.484902,0
C10336,C10336,-0.046172,0.830721,0.132627,0.817724,13.01626,,0.041364,1.000943,1.528202,0.200347,0.012016,0.199802,-0.010317,-0.022392,9191.974868,-0.096873,2.181884,0.085576,-0.021583,,,,0.041332,,-0.212462,-0.083816,,5.586081,3.454787,0.292353,0.012121,93.699283,3.169743,0.739902,0.0551,2.160073,,0.405043,0.039236,0.136965,-0.571741,,160.652003,123.642626,,0.524311,,-0.050939,-0.040502,0.889254,0.384289,0.425098,7.648442,6.54793,-157.814559,0.020496,-0.15077,1.027143,,,5.521669,157.792318,2.712079,0.389129,0
C15736,C15736,0.039306,0.251018,0.246286,2.041636,-12.222142,,0.167597,1.940647,1.144902,0.508941,0.15778,0.072988,0.095656,0.060451,1437.766942,0.769674,5.622292,0.04271,0.083496,72.741969,1.216463,0.177111,0.026163,0.180062,0.533945,0.431895,1.061683,0.844141,4.985417,0.281745,0.084349,84.241769,6.001401,0.206677,0.093342,2.114587,,0.55029,0.113088,0.553603,-0.042675,0.070168,188.420795,58.018721,0.623407,1.422961,50.469692,0.008209,0.021083,1.367387,0.385789,0.26917,0.914398,1.305809,17365.45899,0.026742,0.200032,0.914405,,7.492738,3.942617,53.318658,5.192795,3.480901,1
C11103,C11103,-0.043013,0.518504,0.242943,1.795182,3.993424,,0.027806,2.038843,1.035662,0.53397,0.055686,-0.049916,0.031723,0.05124,3520.041759,0.237756,1.261211,-0.04584,0.006004,55.18875,1.094237,-0.012664,-0.043363,0.123545,0.263468,0.187561,,0.154184,4.380459,0.339717,-0.004205,96.310515,3.392903,-0.165377,0.009992,1.412201,,0.512611,0.028414,0.020155,-0.395315,0.058469,111.755267,68.873443,0.656346,1.003445,51.699755,0.015709,-0.060807,0.756149,0.337951,0.316318,1.64901,1.910936,3695.60641,0.008873,-0.178905,1.018169,,17.449118,3.402788,91.129303,5.326238,3.48534,0
C13586,C13586,0.007844,0.751568,0.062802,2.856712,-56.921236,,0.064308,0.957326,1.088809,0.258618,0.106009,-0.093084,0.035338,0.080437,6506.20093,0.009997,2.711343,0.05423,0.019968,52.285236,0.800259,,0.04574,-0.11511,0.431644,0.216815,,1.154081,3.566574,0.497943,0.03853,76.524195,5.690221,1.577885,0.033043,1.378874,,0.570082,-7.50E-05,-0.208928,0.237899,,107.492248,107.955071,-0.183846,0.332362,69.263041,0.042683,-0.013246,1.998462,0.237285,0.182378,1.716878,2.981759,593.933015,-0.056025,0.171447,0.931574,,33.930606,3.225554,164.577859,6.671431,0.638558,0
C13025,C13025,,0.568596,0.111466,1.163105,2.232968,,0.074835,1.407383,1.048197,0.4171,0.138589,0.500302,0.047993,0.081877,3413.587643,0.221989,4.103713,0.047902,-0.027616,78.515102,1.26213,,,0.333975,0.320591,0.125086,,0.254543,5.62886,0.323598,-0.073586,94.046948,5.191595,1.177282,0.031416,0.95582,,0.586707,0.037973,0.053893,-0.250798,,66.618166,44.006353,,1.194812,90.431408,0.112759,-0.019693,1.387979,0.165816,0.16983,1.154278,1.04073,69611.48516,0.178341,,0.953043,,7.467548,8.605439,104.310613,3.163173,1.783849,0
C15852,C15852,-0.412619,0.801029,0.503587,2.43897,159.845866,,-0.141684,2.040351,4.705277,0.231684,-0.291547,-0.298491,0.029463,0.087719,-3332.315639,0.153437,0.834786,0.348485,0.017948,,,,-0.001449,,0.304374,-0.131109,,,2.237428,0.015394,-0.110383,,,,,5.881294,,-0.061445,,0.523264,,,32.243766,23.667259,,2.024189,,,,1.748665,0.374351,,,,53.533721,,3.147264,,,,13.381482,43.747867,18.677244,,1
C13027,C13027,0.222175,0.295264,0.496597,2.959144,131.410483,,0.143211,7.326586,1.105578,0.828244,0.180737,0.866507,0.126003,0.205305,300.338902,1.573203,6.604372,0.143813,0.098598,35.9893,1.148477,0.209996,0.109228,0.444895,0.866922,2.147853,31.876711,0.033578,4.480134,0.140983,0.174252,47.665839,10.329788,1.052451,0.193918,1.63796,,0.839363,0.182603,1.561589,0.045059,0.176421,125.074572,81.09104,1.684066,2.128516,49.17936,0.075899,0.140049,4.072261,0.204489,0.115999,4.340228,1.779797,13039.90173,0.09415,0.135066,0.856174,,11.672221,7.897049,25.496657,10.745915,1.903206,0
C13985,C13985,0.089036,0.509919,0.077805,1.276006,-37.449775,,0.078399,1.414843,1.057623,0.537034,0.064021,0.022858,0.091053,0.057226,-1954.856592,0.140369,1.568929,0.051512,0.022819,36.122574,1.144023,,0.047903,0.214508,0.237422,0.158234,,0.266825,4.719482,0.273408,0.05862,120.864766,5.732109,0.157876,0.067546,1.067374,,0.53566,0.037861,0.327825,1.112949,,133.372263,38.600756,0.194322,0.532152,20.332459,0.063053,0.022819,0.776693,0.357579,0.375942,0.670188,1.080509,-3618.808242,0.075815,0.000631,0.962094,,4.146705,8.506058,115.924645,3.811133,1.247082,0
C14126,C14126,0.02724,0.658529,0.116374,0.949555,19.44188,,0.124236,0.534786,2.944072,0.405471,0.024671,0.166161,0.035042,0.154547,7335.112103,0.39919,1.419797,0.010918,0.018773,,,,0.017788,,0.292971,0.250324,,2.317294,3.510596,0.169999,0.055179,107.846433,3.985307,5.49547,0.141766,3.316247,,0.249244,0.048722,0.165264,,,95.14367,60.916197,,1.306379,,,,1.123889,0.588684,0.206508,4.461239,-0.502375,-173.087746,-0.014765,0.453906,0.97998,,,7.255235,61.127665,5.099537,27.752713,0
C10126,C10126,0.034492,0.653506,0.372718,2.092554,63.130587,,-0.042453,0.348939,1.755453,0.341551,0.150843,-0.008261,0.054615,0.132173,4354.099441,-0.019684,2.634273,0.007608,0.071296,,1.322851,,0.043769,,0.483519,0.196343,,,3.386689,0.205352,0.049969,51.328258,4.074941,2.806336,0.067696,1.694808,,0.616391,0.052888,0.112608,,,137.969321,57.764531,,1.034771,,,,1.64749,0.611298,0.284115,,,740.968613,0.072881,0.022555,0.923598,,,6.011198,95.062008,5.689464,,0
C15139,C15139,-0.010559,0.662073,0.057226,2.129358,6.224542,,-0.011241,0.78609,1.691755,0.533262,0.101328,-0.130933,0.068924,0.194957,5006.27862,0.220283,1.836732,0.045491,-0.03625,22.045928,0.88042,0.109174,0.069863,,0.489581,-0.121265,,2.654496,3.638982,0.338109,0.006582,61.456093,6.632031,5.176384,0.102835,1.632824,,0.66442,0.09433,0.313559,-0.072475,0.025995,86.510506,91.408428,-0.701061,1.503165,29.446118,0.101551,0.000111,1.633,0.542336,0.259234,2.104565,0.042869,456.450511,-0.031001,0.059628,0.993112,,4.224312,4.0324,108.507627,4.924012,18.495145,0
C15500,C15500,0.165113,0.453155,0.257683,2.421702,20.79178,,0.110327,0.976546,2.093633,0.722198,0.16194,0.706411,0.06299,0.089254,4.331717,0.365448,4.129826,0.133392,0.09156,33.36994,,,0.041526,,0.308928,0.481274,,0.124492,3.908017,0.211633,0.098931,,8.641974,7.061506,0.166795,1.836003,,0.566519,0.026323,0.346128,0.346517,,97.465915,71.997889,0.323296,2.077598,61.045561,,,2.578543,0.386758,,6.086362,2.105954,4153.778181,,0.249045,0.879247,,14.671745,5.301596,44.298593,6.092996,3.489696,0
C12076,C12076,0.100277,0.282668,0.102176,1.420821,-10.943377,,0.026713,2.393054,1.085348,0.433929,0.038041,0.65779,0.044528,0.043927,907.36392,0.272319,2.788816,0.121995,0.084633,38.500491,1.128928,0.118029,0.018214,0.281862,0.497773,0.608495,0.667936,2.028083,4.206878,0.29021,0.010048,82.622296,3.9102,0.462238,0.087874,2.202174,,0.578845,0.045662,0.203374,0.007771,0.06494,135.633083,43.727106,0.924715,2.396341,37.213991,0.079537,0.041954,1.639876,0.179763,0.266787,1.199846,1.996802,5659.412829,-0.000116,0.195094,0.956204,,14.488974,4.687784,48.487637,5.94525,13.387389,0
C15735,C15735,,0.716723,0.458611,3.168924,5.712117,,0.424571,0.832072,4.60067,0.115931,0.087012,0.214753,0.106013,0.623358,3048.634049,1.072881,1.030873,0.407645,-0.060576,,,,,0.159395,0.071405,0.835044,,,3.454489,0.118342,-0.044533,48.098536,16.608166,12.438751,-0.302083,5.305125,,0.17783,0.033612,0.085388,,,35.333773,24.856036,,0.484967,,,,0.80005,0.375896,0.129163,,,1402.622362,0.031958,,0.878607,,,15.470805,22.950366,12.726239,,1
C11332,C11332,-0.456519,0.54492,-0.319523,1.273945,37.721583,,-0.239548,1.447838,7.205614,0.536641,0.287272,-0.043823,0.084954,0.059704,2098.692812,1.273714,2.331519,-0.288119,0.038134,,,,-0.036965,,-0.299159,0.402964,,,1.99585,0.13771,-0.052554,,,,0.152055,5.744575,,0.571422,-0.112652,0.254757,,,31.076064,31.867617,,0.431179,,,,1.507527,0.88293,,,,5.587011,,1.301514,,,,12.066318,33.721984,16.727039,,0
C11752,C11752,,0.523463,0.132166,1.538033,28.876897,,0.065736,0.63964,1.960043,0.51944,0.028752,0.36384,0.050254,0.132694,3938.554461,0.234969,1.394305,0.044232,0.091528,34.606158,,0.176328,,,0.248611,0.19879,3.173783,2.48644,4.016036,0.325325,0.088945,125.007597,3.653488,3.38101,0.074971,1.986567,,0.420704,0.095025,0.300166,0.313699,0.038629,139.960728,54.445806,,1.497289,30.178816,-0.018071,0.039658,0.782987,0.568618,0.232702,-0.163,3.211335,1030.10102,0.088631,,0.995828,,22.929178,7.170786,69.755091,5.452354,9.691749,0
C14791,C14791,0.325237,0.416408,0.301824,3.074455,75.647686,,0.190778,1.434446,2.993954,0.632307,0.303206,1.77518,0.077772,0.249847,4018.742488,1.203335,2.834121,0.380212,0.02554,,1.186088,,0.118549,0.449005,0.562222,0.200979,,4.10305,3.326978,0.098253,0.132168,70.978396,5.876716,6.107542,0.22583,2.488413,,0.740582,0.142036,1.18407,,,78.657193,34.574353,,2.281886,,,,3.580107,0.318238,0.128154,12.270007,10.991142,743.556522,0.184756,0.494073,0.940873,,,6.334808,50.625187,12.330745,52.59173,0
C11622,C11622,0.031728,0.638195,0.063607,0.703405,-98.402541,,-0.020503,0.674183,1.182807,0.216374,0.006816,-0.108189,0.039311,0.089127,2514.707962,0.210858,1.237196,0.007873,-0.025376,12.057083,,0.025387,0.055402,0.123887,0.374919,0.119296,,0.250263,4.17714,0.689798,0.05678,141.386204,2.335496,1.086346,0.060914,2.073823,,0.537349,-0.031592,0.048618,0.404394,0.066819,105.777828,89.790015,-0.060812,0.640096,51.435105,0.038193,-0.034841,1.003732,0.620692,0.282513,0.341307,1.121764,372.307142,-0.018183,0.255151,1.037109,,15.903514,7.619769,98.001295,3.250328,4.471202,0
C14449,C14449,0.066815,0.253006,0.29065,2.183147,-26.11518,,0.064092,0.69326,1.297562,0.503671,0.062352,0.128881,0.139834,0.180804,-563.116628,0.501685,3.277917,0.105042,0.030362,71.610386,1.339114,,0.02216,0.072517,0.394638,0.570414,,0.413097,5.875318,0.180338,0.034522,103.154191,6.180091,0.432939,,0.903579,,0.577082,,0.693271,0.03501,,163.258852,87.780122,0.800918,2.230179,18.436329,0.138856,0.038364,1.424755,0.281163,0.14558,1.405253,1.091673,136997.695,0.139835,0.114727,0.886403,,12.680875,5.036435,62.048427,7.65253,6.432054,0
C11651,C11651,0.033241,0.568405,0.011477,1.168966,-33.877659,,0.134062,1.743556,1.071849,0.581573,0.093724,0.099408,0.15558,0.143077,5734.822672,0.280375,1.868048,0.083795,0.026496,40.466269,0.982004,,-0.012523,,0.360915,0.159878,,0.295232,3.868357,0.356969,0.030361,81.682262,5.726803,0.576622,0.0329,2.238364,,0.509447,-0.000281,0.301835,0.105961,,132.202246,84.514743,0.287025,1.144086,41.537611,-0.054026,0.079761,0.908151,0.561853,0.25523,0.31955,1.114735,-210.345276,0.068219,0.071242,0.863836,,45.692273,5.38234,100.394581,2.342393,8.18681,0
C12568,C12568,0.066046,0.409874,0.110218,1.221121,-13.134565,,0.117181,1.078715,1.076067,0.417358,0.088628,0.059823,0.106215,0.045588,1090.893013,0.622384,1.566565,0.141718,0.041729,39.468725,1.095166,0.108949,0.057708,0.326107,0.523898,0.199803,-0.035964,0.903211,4.259297,0.178565,0.039752,85.396392,4.058719,0.431454,0.107352,1.564706,,0.465572,0.033925,0.449795,0.213689,0.037511,132.936484,108.128117,2.336617,0.938588,32.472971,0.008604,0.006098,2.068779,0.465533,0.244673,0.36854,1.790405,4340.052825,0.019211,0.065185,0.950242,,-28.630164,6.514928,101.484216,4.129776,11.496066,0
C12901,C12901,0.047397,0.431263,0.235284,1.634434,34.505482,,0.111388,2.436728,1.296543,0.543623,0.090175,0.574556,0.04512,0.136066,621.155555,0.391257,5.955207,0.071565,0.143056,32.360323,0.987286,,0.113836,0.335035,0.648584,0.211072,,0.478069,5.431405,0.429386,0.052483,60.21029,5.620305,0.994617,0.106807,1.401857,,0.709848,0.065464,0.303405,,,107.578412,100.27714,0.309562,1.054146,38.206174,,,0.695569,0.254074,0.156262,1.19108,1.598363,47482.26701,0.068356,0.028009,0.955518,,22.061474,4.63785,97.836339,5.232729,3.554394,0
C13607,C13607,0.080109,0.474463,0.007933,1.65154,-24.919414,,0.047444,0.944919,0.99616,0.40344,0.049874,0.144209,0.104904,0.000133,3118.944778,0.421935,2.352579,0.038192,-0.003905,50.522568,1.037642,0.05023,0.009719,0.215851,0.476571,0.357943,2.777931,-0.142489,4.323792,0.360113,0.020142,64.906986,4.663778,0.389408,0.024304,1.782423,,0.521016,0.008585,0.073823,-0.017005,0.079131,103.111385,62.747174,-0.05344,0.951872,57.73685,0.040761,-0.003827,1.29755,0.358817,0.193123,0.988389,0.975543,-1190.147796,0.065163,0.067626,0.950213,,16.557988,5.82862,74.435845,4.133021,0.475661,0
C14774,C14774,-0.006635,0.559326,-0.002794,1.430294,-70.263769,,0.072794,0.700166,1.108892,0.126881,0.123046,0.232697,0.033459,0.10402,3880.584525,0.108572,2.756144,0.052772,0.011039,94.671997,1.264696,0.1138,0.057577,,0.210961,0.007079,18.462317,0.510533,4.383732,0.581942,0.079958,68.759429,2.751059,1.06994,0.027581,1.635169,,0.669906,0.029742,0.110023,0.200998,0.083154,166.093372,42.196092,4.50988,0.729758,43.252329,0.045656,-0.022583,0.600025,0.458644,0.333582,1.627009,0.558605,3957.361821,0.055594,0.204954,0.998886,,52.035309,7.304203,116.236222,3.344255,2.248993,0
