Company,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,LABEL
314,-0.11312,0.7216,0.23905,1.362,18.07,,-0.12069,0.38961,2.4433,0.27986,-0.11649,-0.18669,-0.022333,-0.11941,-3622.4,-0.098511,1.3847,-0.12046,-0.014393,13.044,0.71071,-0.11838,-0.015458,-0.17872,0.18757,-0.092184,-2.7228,4.0113,4.5133,0.22851,-0.012625,87.477,4.1725,3.6552,-0.11807,2.5775,,0.28051,-0.049829,0.051714,-19.805,-0.033586,132.18,123.39,-0.64449,1.136,10.993,-0.16373,-0.064239,1.331,0.73046,0.23958,5.0531,5.0999,6868.2,-0.050162,-0.41317,1.018,,27.845,2.958,88.757,4.1073,32.558,0
315,0.019159,0.69771,0.0366,1.0616,-11.579,,0.032926,0.43399,1.58,0.30137,0.071819,0.049073,0.059946,0.032926,2705.7,0.13506,1.4333,0.032925,0.031647,19.755,1.1276,0.062905,0.024915,0.055634,0.11339,0.1261,1.5911,0.090289,4.5689,0.25672,0.032923,87.335,4.1739,2.3224,0.080111,1.536,6.7971,0.3968,0.060447,0.042624,0.18592,0.054918,95.874,74.429,0.48029,0.90761,20.952,0.037077,0.025481,0.89929,0.5971,0.2398,0.838,1.0102,1187.4,0.060597,0.062871,0.98208,0.17728,18.479,4.904,79.485,4.5888,2.8069,0
316,0.16597,0.70019,0.57005,2.584,80.962,-0.23595,0.19955,0.42615,2.9829,0.29861,0.21458,0.99856,0.069301,0.19955,735.51,0.50269,1.4294,0.19949,0.065258,0.93783,1.1667,0.21321,0.066774,0.2943,0.10602,0.41057,735.59,129.69,4.3601,0.15229,0.066526,52.875,6.9031,4.876,0.20894,2.9982,20.906,0.30153,0.05826,0.67037,0.061219,0.048368,89.622,86.938,27.862,2.5289,0.90362,0.21326,0.037154,1.3877,0.54065,0.14502,136.5,130.69,10143,0.05792,0.56946,0.93262,0.072973,678.24,4.1955,49.477,7.3708,210.22,0
317,-0.036523,0.70119,-0.27436,0.53555,-200.33,-0.045548,-0.035434,0.42355,0.75778,0.29881,-0.008035,-0.065924,-0.047955,-0.035921,-15970,-0.022204,1.4258,-0.03596,-0.058168,39.622,1.2042,-0.016555,-0.058135,-0.038581,0.27818,-0.022204,-1.5652,-0.43821,2.2417,0.53943,-0.042047,203.52,1.808,1.1357,-0.030936,0.75778,,0.30081,-0.041465,0.13003,-2.009,-0.044222,101.91,61.222,-0.46214,0.34535,38.399,-0.028202,-0.029639,0.53157,0.73528,0.55758,0.4527,0.47827,-236.99,-0.042777,-0.15693,1.0553,,9.2014,5.9619,203.29,1.7858,0.98168,0
318,0.009159,0.562,0.12746,1.4661,-40.565,0.18325,0.009616,0.71054,0.94874,0.41419,0.00953,0.019847,0.016167,0.009673,8749.9,0.041715,1.777,0.009598,0.006883,50.043,1.0986,-0.007144,0.005769,0.18334,0.40674,0,-0.15343,0.20811,4.2604,0.35116,0.0067,112.23,3.2552,-0.039105,-0.007699,1.6374,7.0439,0.45681,-0.003838,0.23001,-1.5118,-0.008286,103.67,49.338,0.04066,0.76845,47.416,-0.012919,-0.008757,1.028,0.52862,0.30254,1.1509,1.1536,2419.8,-0.15799,0.025555,1.0739,0.15156,7.2933,7.3972,116.51,3.1295,3.2007,1
319,0.16944,0.16025,0.29583,3.6053,44.424,,0.17075,5.1868,1.5026,0.8292,0.1678,1.4413,0.20363,0.17097,285.61,1.2628,6.2407,0.17103,0.15272,10.739,1.1448,0.16996,0.12261,0.59616,0.19169,1.1337,11.435,0.48967,3.4467,0.13134,0.15627,19.195,19.015,7.0012,0.16715,1.4601,6.3164,0.89193,0.13394,0.95003,0.026458,0.13382,63.545,51.051,4.5983,1.7655,11.907,0.10578,0.084011,2.8503,0.10373,0.051641,1.4091,1.4752,816.28,0.13668,0.21734,0.84737,0.021835,33.866,7.1485,15.085,24.246,2.5561,0
320,0.11517,0.37927,0.5953,2.9155,60.399,,0.11673,1.6418,2.2795,0.62044,0.12273,0.28637,0.048357,0.11671,1860.3,0.1961,2.6371,0.11663,0.047336,,3.1583,0.12242,0.047336,0.45037,0.60839,0.19894,0.59259,8.3938,3.0271,0.16574,0.048158,132.84,2.743,2.343,0.12128,2.281,,0.61891,0.054475,1.4329,0.14765,0.050436,85.079,86.347,,2.9036,,0.10819,0.053295,2.4946,0.34489,0.36457,9.8909,9.8844,775.07,0.054288,0.1931,0.95644,,,4.2283,127.47,2.8653,28.791,0
321,0.17806,0.10107,0.45902,5.6168,156.24,0.097473,0.2191,8.773,1.6671,0.84547,0.21932,2.1267,0.19769,0.21945,159.47,2.284,9.8717,0.21938,0.19367,6.448,0.95045,0.26943,0.15066,0.90707,0.8411,1.8214,59.23,0.99878,2.4952,-0.20253,0.19729,28.468,12.801,5.1905,0.21342,1.7211,40.474,0.85178,0.17477,4.9135,0.015697,0.17048,35.645,27.749,8.7808,5.8198,8.9283,0.20718,0.13096,4.2407,0.091358,0.078221,1.9685,2.0307,216.2,0.17508,0.19246,0.80748,0.014004,56.322,13.14,22.617,16.205,3.7375,0
322,0.014568,0.61238,0.12616,1.2404,-46.573,0.035806,0.020725,0.61376,1.0157,0.38015,0.020699,0.057836,0.048248,0.020699,3208.7,0.1134,1.6342,0.020703,0.018719,75.4,3.5011,0.013972,0.018568,0.046144,0.32461,0.11028,0.13097,0.25637,6.0715,0.70276,0.018948,213.63,1.7326,0.069358,0.012709,0.97157,0.89698,0.53649,0.014753,0.011028,0.28036,0.015326,170.49,86.465,0.099686,0.8069,74.318,-0.055978,-0.057985,0.94443,0.46215,0.57717,0.87123,1.1109,74884,0.01406,0.038898,0.98226,0.58995,4.8224,4.2213,200.23,1.8297,2.2546,0
323,0.046938,0.34658,0.33966,2.6952,2.8397,,0.058976,1.8854,1.7439,0.65342,0.068385,0.30733,0.052254,0.059057,855.69,0.42585,2.8837,0.058955,0.023747,94.381,1.1036,0.09294,0.023797,0.11738,0.47798,0.37886,23.557,0.72316,3.7289,0.14243,0.026603,79.398,4.5971,4.4783,0.096864,1.7373,,0.65292,0.053294,0.30569,0.071285,0.036684,127.21,36.863,0.080926,1.0962,99.694,0.039533,0.020403,1.4024,0.34149,0.21754,1.7028,1.692,1529.5,0.05218,0.075253,0.97686,,3.8592,9.9233,79.663,4.5999,5.2738,0
324,0.015167,0.62077,0.073524,1.1463,-47.601,0.14335,0.018302,0.4603,0.9166,0.26809,0.032765,0.035632,0.010535,0.018264,9389.3,0.039069,1.6096,0.018264,0.031206,29.798,1.2693,0.034377,0.024806,0.18056,0.27004,0.039069,1.1695,0.16801,5.2118,0.2116,0.031621,77.378,4.7159,1.0888,0.042116,0.90983,,0.26004,0.042061,0.024266,0.69341,0.044067,86.659,56.868,0.28582,0.57666,31.378,0.020654,0.026176,1.1843,0.60294,0.212,0.30087,0.73618,17082,0.042361,0.056139,0.95632,,12.254,6.417,73.642,4.9562,1.1869,0
325,-0.016124,0.36899,0.3378,3.2328,142.46,,-0.015055,1.715,1.1257,0.63167,-0.009003,-0.037673,0.035257,-0.015055,1978.1,0.18501,2.7137,-0.015222,-0.007637,23.58,1.1036,,-0.009157,0.002107,0.61208,0.19078,,0.6638,3.8746,0.30715,-0.002917,58.044,6.2884,2.7662,0.004118,0.91924,0.92402,0.89834,0.005998,1.8579,0,,152.22,129.53,-0.1397,2.7546,27.926,0,0,1.0509,0.063789,0.15894,1.0497,1.3778,2403,0.1757,-0.023899,0.85612,0.27806,15.495,2.8282,47.667,7.6572,2.4021,0
326,-0.031047,0.65165,0.048428,1.0864,-16.441,-0.023353,-0.030989,0.12695,0.94133,0.098332,-0.030479,-0.048895,0.00806,-0.031256,18376,0.019863,1.5127,-0.030989,-0.009646,18.455,1.2118,-0.025639,-0.006381,-0.031067,0.1038,0.025908,-0.094727,0.19274,4.1801,0.29381,-0.009036,78.918,4.6235,-0.023486,-0.002589,2.2322,2.0166,0.34622,-0.001523,0.19727,0.48713,-0.009709,86.148,68.776,-0.073308,0.84171,18.157,-0.13819,-0.063302,0.91208,0.65181,0.2162,0.6622,1.0379,910.92,-0.018066,-0.26388,1.0198,0.63013,19.803,5.3125,80.325,4.5458,7.5219,0
327,0.10996,0.21065,0.46788,3.2211,142.26,0.34764,0.13804,3.2193,1.2187,0.61492,0.1619,0.90971,0.24483,0.1379,348.14,1.0484,4.7211,0.13797,0.17731,10.712,1.6874,0.1354,0.14575,0.23761,0.61143,0.8808,2.3272,1.4101,4.3617,0.11021,0.17911,51.84,7.0409,0.78959,0.1358,0.69091,,0.61557,0.16487,1.3196,0.032155,0.17233,128.71,113.44,4.5798,3.0369,12.857,0.11713,0.13039,3.1283,0.23001,0.14184,1.537,1.5927,3.0506,0.1702,0.17106,0.82502,,34.281,3.2175,43.363,8.4173,1.9722,0
328,0.074641,0.70386,0.52273,2.3117,-30.939,-0.00119,0.095287,0.42146,8.0537,0.29634,0.11496,0.2397,0.022343,0.095372,1716.5,0.21233,1.423,0.095557,0.01765,41.481,1.1326,0.11254,0.016825,0.16404,0.29012,0.19605,1.8162,21.949,3.4133,0.1579,0.019495,37.943,9.5811,6.3758,-0.10861,7.895,1.228,0.75803,-0.013292,0.15054,0.13962,0.023628,35.507,12.04,0.16159,0.42994,41.087,0.10103,0.021218,1.1925,0.24174,0.10384,12.893,19.431,1402.1,-0.011885,0.22416,0.98314,1.5967,8.7978,30.038,38.151,9.5323,858.18,1
329,-0.043676,1.1786,-0.26808,0.77003,-157.32,-0.2858,-0.040502,-0.17384,0.94354,-0.18064,0.010954,-0.040606,-0.024539,-0.040228,-17379,-0.021002,0.83968,-0.040502,-0.049663,120.59,0.92727,0.036103,-0.055027,-0.11461,-0.25725,-0.020302,0.19425,-1.5852,3.9022,1.0244,0.006334,262,1.4007,1.1468,0.088156,1.042,13.07,-0.152,0.12605,0.0548,0.48301,0.055985,146.92,26.43,-0.050582,0.19875,146.49,0.004266,0.004611,0.78943,1.1517,0.72175,-0.51949,-0.788,-3018.7,0.10978,0.35535,0.97961,-0.1411,3.0277,13.81,245.26,1.4816,1.8364,0
330,-0.13176,0.59533,-0.10452,0.72605,-43.117,-0.22591,-0.13708,0.63582,0.98865,0.37423,-0.14507,-0.36179,-0.077228,-0.13708,-1737.1,-0.21013,1.6765,-0.13698,-0.092782,7.1142,1.121,-0.12427,-0.087504,-0.1966,0.3298,-0.21231,-10.821,-0.1459,2.2417,0.21764,-0.093539,55.399,6.5849,1.9929,-0.12913,3.1788,,0.37601,-0.049594,0.037566,-0.19649,-0.050255,49.517,43.147,-3.5934,0.49827,6.5546,-0.20497,-0.073271,0.70271,0.59823,0.15186,0.69964,0.83402,-22.142,-0.048242,-0.33494,1.0861,,50.991,8.4442,58.791,6.2045,4.5468,0
331,-0.13035,1.1514,-0.34806,0.6023,-128.26,-0.070416,-0.14136,-0.11988,1.8989,-0.1378,-0.08926,-0.35234,-0.068932,-0.14132,-4631.7,-0.077503,0.87655,-0.14372,-0.14128,43.473,0.91847,-0.083139,-0.14267,-0.066712,-0.15962,-0.078512,-0.018762,-1.0318,3.3592,0.62075,-0.10179,189.07,1.9305,1.9132,-0.22437,1.886,1.7033,-0.11032,-0.16766,0.019756,-0.11813,-0.11059,69.514,29.719,-1.0831,0.19893,43.732,-0.12893,-0.13495,0.46039,1.0059,0.52017,-0.21235,-0.12871,-414,-0.1579,1.1422,1.1361,-0.6009,8.381,12.246,208.54,1.7525,0,0
332,-0.060977,0.26741,0.12841,1.5029,11.432,,-0.066348,2.6757,0.65166,0.73227,-0.009662,-0.084805,-0.061136,-0.066348,-6605.3,-0.055522,3.7352,-0.066348,-0.10092,71.177,0.97935,-0.012295,-0.10523,-0.080467,0.53508,-0.054589,-6.355,0.20969,4.73,0.33722,-0.10187,188.1,1.9889,1.4299,-0.095918,0.6313,20.832,0.75375,-0.13299,0.15423,0.58867,0.000742,141.7,72.181,-0.44323,1.1699,65.013,-0.033843,-0.059659,1.1273,0.23559,0.50278,1.0928,1.101,1.944,-0.10863,-0.10643,1.1079,0.012786,5.1271,5.0583,210.57,1.7292,0.87407,0
333,-0.013075,0.61618,0.11943,1.1937,-68.518,0.12295,-0.010132,0.61434,1.0181,0.37939,-0.009723,-0.018953,-0.001462,-0.010132,-466770,-0.000782,1.6224,-0.010251,-0.006685,98.85,1.1184,0.01635,-0.005219,0.11694,0.37842,-0.036184,0.10066,0.36863,4.4579,0.4641,-0.00571,140.52,2.5952,0.029729,0.015918,1.2172,18.412,0.41467,0.01324,0.011303,0.70013,0.014359,203.59,107.75,-0.022729,0.46722,97.976,-5.20E-05,-3.30E-05,1.1645,0.56948,0.385,1.1915,1.2059,3438.7,0.01405,-0.03402,0.98468,0.06695,3.6832,3.3793,138.49,2.6324,2.3356,0
334,-0.013938,0.19532,0.44686,3.6564,36.414,0.058412,-0.015391,4.1393,0.95243,0.80553,-0.01594,-0.18957,0.002313,-0.014199,30226,0.011814,5.1245,-0.015055,-0.02536,57.404,1.3114,0,-0.026069,-0.000322,0.80386,0.000334,0,1.0703,5.3932,0.073588,-0.024517,47.484,7.7214,0.000768,0.001499,1.2862,33.477,0.81462,0.001752,0.95003,-5.5879,0,136.49,76.259,-0.16981,2.1498,57.119,0,0,3.0449,0.13795,0.12916,2.006,1.9947,142810,-0.021156,-0.017777,1.0067,0.000122,6.3609,4.7894,47.42,7.6984,2.6629,0
335,0.31924,0.47255,0.22552,1.4895,18.045,,0.29798,1.1182,3.023,0.5279,0.32555,0.79801,0.10091,0.29848,396.38,0.9206,2.1174,0.29857,0.1,21.965,1.0964,0.29058,0.099326,0.95825,0.5012,0.81963,2.3984,0.58336,3.4117,0.061884,0.099809,47.692,7.6941,6.5665,0.27192,3.0441,52.555,0.53288,0.085315,0.62757,0.036269,0.09191,52.642,29.433,1.5426,1.191,23.366,0.25302,0.0805,1.313,0.45867,0.13066,1.6266,1.6225,605.4,0.085315,0.59576,0.9109,0.031875,16.746,12.399,44.624,8.1794,6.8812,0
336,0.21645,0.41453,0.50181,2.0649,34.955,0.55189,0.21932,1.124,1.5833,0.47084,0.2191,0.59394,0.19117,0.21938,616.98,0.59072,2.4122,0.21938,0.16084,70.963,0.70641,0.22261,0.12969,0.6569,0.45567,0.59959,2.2183,3.9103,3.738,0.22106,0.16679,103.23,3.5474,0.85863,0.21864,1.4126,,0.4715,0.16894,0.15813,0.056103,0.16673,162.71,85.264,0.58978,1.3854,83.372,0.20665,0.13244,2.0805,0.32207,0.28169,5.0531,5.12,2483.3,0.16865,0.46644,0.83059,,5.1435,4.282,80.592,4.529,15.353,0
337,0.02198,0.51569,0.2156,1.5016,-7.0679,4.40E-05,0.027023,0.9046,1.9903,0.46095,0.028814,0.052332,0.025642,0.027258,2770.9,0.13052,1.9395,0.027103,0.014186,47.111,1.1354,0.040647,0.016397,0.44466,0.45487,0.12652,1.8512,0.83559,3.2942,0.2608,0.011129,90.821,4.0141,3.4154,0.04049,1.9893,22.929,0.48472,0.020983,0.38907,0.20061,0.008067,111.36,64,0.13201,0.96002,48.811,-0.026059,-0.01692,1.4805,0.51382,0.24912,1.7478,1.8189,502.26,0.021258,0.05132,0.98529,0.048097,7.7519,5.7043,88.322,4.1317,8.1247,0
338,0.14113,0.51208,-0.17344,0.64422,-11.72,0.020046,0.13151,0.86371,1.2047,0.44413,0.13155,0.35757,0.13769,0.1315,1114.7,0.32848,1.9503,0.13139,0.10412,6.0588,1.2432,0.14094,0.10442,0.18252,0.44382,0.27695,5.9825,-0.24942,4.663,0.34601,0.10755,79.523,4.5864,1.888,0.14158,0.64274,1.5283,0.56528,0.12706,0.01285,0.087284,0.12651,46.706,38.744,4.8997,0.83734,6.5992,0.066191,0.097302,0.41826,0.33596,0.21804,0.65146,0.70814,-5619.5,0.1272,0.29913,0.90147,0.20631,61.896,9.4209,69.214,5.2817,0.81957,0
339,0.043564,0.42905,0.18544,1.4518,-6.7426,,0.056143,1.3347,1.3569,0.573,0.065038,0.16754,0.05199,0.056257,1130.7,0.32277,2.3318,0.056335,0.028199,37.92,0.94319,0.054225,0.022116,0.22314,0.49595,0.29949,6.0973,0.43751,3.0363,0.27247,0.03242,86.061,4.2528,3.2988,0.031438,1.594,5.7966,0.65693,0.018943,0.27443,0.084257,0.029564,92.856,54.918,0.19926,0.93252,37.819,0.013776,0.009512,1.3677,0.34492,0.23548,1.3282,1.3974,157.69,0.018762,0.076308,0.97337,0.09267,9.6256,6.6457,84.443,4.321,2.8884,0
340,-0.013075,1.2144,0.035734,1.0673,-84.622,-0.14557,-0.000674,-0.17657,1.7214,-0.21311,0.034069,-0.001786,0.010233,-0.000489,19015,0.019019,0.82343,-0.000674,-0.000289,87.419,0.77054,0.033737,-0.006685,0.12502,-0.27318,0.024015,0.74813,-0.001783,4.1745,0.76489,0.016797,148.1,2.456,0.15991,0.034321,1.7291,0.77088,0.12371,0.019873,0.07045,0.88182,0.015312,158.31,66.1,-0.020599,0.45687,85.533,0.012612,0.006917,0.49315,0.86825,0.40572,-0.51949,0.52737,387.46,0.019569,0,0.95134,-1.2875,4.1916,5.523,143.06,2.5585,7.8602,0
341,0.000266,0.10011,0.46342,6.2899,50.152,,0.000618,8.8717,1.8394,0.89989,0,0.010496,0.0265,0.000618,878.89,0.41704,10.045,0.000618,0.000485,85.41,1.0725,0,0.000153,-0.052594,0.84951,0.37835,-5.0378,1.0481,3.3361,0.053386,0.000654,32.969,11.071,6.1321,-0.001466,1.8393,,0.89993,-0.000699,0.41953,-1.0731,-0.00019,153.12,71.546,0.001421,3.2401,84.958,0,0,6.3313,0.087989,0.090204,1.975,1.985,1091.7,-0.000689,0.00031,1.0006,,4.2575,5.1001,31.574,11.56,3.3803,0
342,0.010854,0.55346,0.35099,1.6203,48.521,-0.028295,0.042362,0.80608,1.4051,0.44625,0.058619,0.12412,0.038015,0.042257,2886.5,0.12632,1.8068,0.042239,0.026346,70.288,1.1236,0.054023,0.018091,0.10083,0.40729,0.11092,1.3221,3.7337,2.9613,0.23712,0.023278,88.466,4.1238,3.6833,0.056526,1.3454,,0.44563,0.044342,0.07807,0.22984,0.033606,162.71,84.72,0.086219,1.2262,73.545,0.040233,0.027996,1.5845,0.52291,0.24262,4.2964,4.4709,366.54,0.044804,0.023664,0.97523,,5.1943,4.3073,84.818,4.3034,9.6486,0
343,0.21946,0.78813,0.19088,1.2496,-192.44,,0.20878,0.26248,0.60365,0.20734,0.21401,0.26005,0.23509,0.2094,1515.4,0.23989,1.2706,0.20897,0.1801,202.7,1.0411,0.19437,0.16451,0.65095,0.039213,0.22931,21.567,25.252,3.7435,0.90482,0.18979,357.44,1.0271,1.0945,0.2212,0.5997,,0.20868,0.1911,0.07843,0.11872,0.18999,245.44,46.229,0.14765,0.49258,279.38,0.18094,0.18298,1.2273,0.78813,0.9718,30.13,29.315,907.58,0.20568,1.0998,0.80856,,1.7928,7.8954,234.29,1.5556,195.88,0
344,0.013687,0.38267,0.16173,1.448,5.3613,0.021477,0.024567,1.4817,1.0206,0.56535,0.02458,0.09035,0.080548,0.024477,1581.3,0.22985,2.6118,0.024517,0.020887,41.454,1.1603,0.034401,0.012005,0.025817,0.56197,0.20337,0.33002,0.3296,4.9227,0.29115,0.021024,93.296,3.9165,0.080241,0.034401,1.4081,4.1943,0.66147,0.023826,0.076264,0.14815,0.023745,136.43,99.59,0.12331,1.0657,41.348,-0.029245,-0.020092,1.2152,0.31467,0.25533,1.3724,1.3542,15894,0.020619,0.026538,0.97914,0.16475,8.7992,3.6659,93.059,3.9211,3.0939,0
345,0.11455,0.44474,0.24291,1.5428,-3.0683,,0.12804,1.2437,1.9343,0.55573,0.15641,0.28407,0.069163,0.12804,937.56,0.38761,2.2491,0.12808,0.055472,45.87,0.96345,0.14616,0.043464,0.48738,0.54621,0.33399,7.7629,0.71242,3.4395,0.219,0.059358,46.304,7.8788,4.4579,0.14741,1.9468,1.1019,0.65676,0.082245,0.057542,0.069003,0.1035,83.229,34.086,0.37679,0.87161,54.674,0.14741,0.091892,1.1871,0.24548,0.12667,1.2179,1.4436,680.84,0.0829,0.23011,0.9456,0.63694,7.9488,10.715,41.908,8.7014,3.2818,0
346,-0.019016,0.96672,-0.2792,0.57597,-136.19,0,-0.019094,0.043294,1.5085,0.04144,-0.004056,-0.01275,0.012868,-0.018799,27263,0.01257,1.0363,-0.018653,-0.014441,63.598,1.1102,0.015256,-0.013917,-0.024238,0.025867,0.011814,0.45645,-0.60868,2.9576,0.7557,-0.016339,168.18,2.1708,1.0995,0.027046,1.5085,,0.1123,0.01985,0.035764,1.217,0.009783,86.389,23.706,-0.089852,0.23121,63.078,-0.004945,-0.003191,0.56084,0.86732,0.46067,0.078746,0.095686,-813.74,0.019955,-0.14827,1.0159,,5.7392,15.452,168.25,2.1678,2.6815,0
347,0.054662,0.54401,0.093966,1.2079,-48.377,,0.055217,0.83768,1.3338,0.45599,0.065038,0.15444,0.070141,0.054878,2347,0.15515,1.8382,0.055217,0.047278,97.278,1.1508,,0.047937,-0.18022,0.064922,0.14535,,0.2289,4.0153,0.45352,0.078757,160.05,2.2926,2.1786,0.20633,1.1468,,0.45455,0.163,0.076005,0,,157.29,58.108,0.16181,0.63804,105.3,0,0,1.0501,0.48298,0.43649,1.0655,1.0391,854.79,0.17085,0.11518,0.83006,,3.769,6.2781,135.49,2.6956,2.1254,0
348,0.005782,0.42358,-0.022638,0.94653,-115.98,-0.033681,0.006137,1.3573,0.86463,0.57624,0.009033,0.017941,0.012223,0.006246,12453,0.028757,2.3608,0.006131,0.006446,73.286,0.81167,,0.006494,-0.025915,0.30137,0.026178,,-0.038706,4.441,0.62631,0.014919,247.49,1.4823,1.5862,0.010843,0.8807,6.6367,0.62261,0.013477,0.097286,0.10749,,158.79,87.139,0.031101,0.23895,89.986,-0.10301,-0.093438,1.0154,0.38407,0.67523,1.0091,0.96705,-883.68,0.16947,0.009869,0.83283,0.037086,4.9811,4.1938,202.54,1.8076,1.4603,0
349,0.10315,0.64179,0.32106,2.2587,48.952,,0.11998,0.5634,1.5808,0.35908,0.1274,0.3458,0.11358,0.1198,1296.9,0.28141,1.5573,0.1198,0.057956,1.809,1.2617,0.12443,0.047533,0.074792,0.28304,0.2573,43.8,0.79478,3.7899,0.31626,0.059545,58.404,6.2214,3.0215,0.11571,1.5109,31.901,0.36964,0.069886,0.60137,0.11619,0.059487,104.59,107.38,16.92,2.2304,2.1868,0.082285,0.057129,0.93104,0.42476,0.16036,0.91094,1.9733,1794.4,0.069572,0.33358,0.94265,0.031333,196.4,3.3965,55.48,6.579,3.0605,0
350,0.091946,0.26224,0.29287,3.0117,31.907,,0.090302,2.7619,0.7995,0.73482,0.091462,0.46869,0.26549,0.090546,580.83,0.62592,3.819,0.090249,0.17232,39.384,1.3403,0.087013,0.16556,0.26774,0.77522,0.63559,1.2127,0.52123,5.6474,0.28069,0.20179,92.328,4.1128,2.8908,0.088029,0.80188,1.5384,0.83696,0.12913,1.2534,0.051031,0.1291,33.313,9.3327,1.5666,2.6699,45.975,0.014262,0.020932,1.9052,0.08313,0.24322,1.5214,1.5006,111430,0.14061,0.12877,0.86115,0.1958,9.2632,39.097,81.188,4.4963,1.5233,0
351,0.019528,0.89301,-0.069604,0.9235,-122.41,0.041832,0.16401,0.11799,1.7058,0.10423,0.2114,0.18941,0.074105,0.16394,2095.7,0.17381,1.1198,0.16449,0.06786,102.67,1.7906,0.26878,0.057945,0.22014,0.060737,0.14142,3.0298,-0.27032,3.9145,0.43544,0.06668,137.5,2.6542,2.249,0.21489,1.9091,33.704,0.17648,0.082245,0.025737,0.13193,0.083617,154.66,50.68,0.19718,0.81554,113.42,0.21761,0.075532,0.95964,0.75866,0.37757,0.8812,0.70447,-1293.9,0.083037,0.19754,0.93138,0.074208,3.5552,7.2066,129.62,2.8089,11.779,0
352,0.055856,0.45806,0.23512,3.2771,19.846,0.14376,0.068829,1.0079,1.0976,0.4639,0.069626,0.70419,0.10191,0.069271,1348.1,0.26635,2.1798,0.069014,0.050355,34.094,1.2007,0.10167,0.046167,0.17252,0.4639,0.26598,0.95264,0.3777,5.069,0.4675,0.050355,38.61,9.4634,0.20445,0.10156,0.91951,0.60494,0.85179,0.10807,0.44462,0.10035,0.11189,95.36,61.066,0.48425,2.7317,36.142,0.056034,0.056604,0.76353,0.09775,0.1058,0.79739,1.3392,24508,0.088807,0.1039,0.91188,0.63463,10.706,5.9836,34.538,10.558,1.1969,0
353,0.15129,0.068128,0.63871,10.356,136.61,0.56548,0.18588,12.967,1.0316,0.93219,0.1868,2.1656,0.18172,0.18611,135.37,2.7621,14.615,0.18641,0.11963,66.691,1.2594,0.13975,0.12408,0.5111,0.93798,2.7563,0.3723,2.1296,4.143,-0.32121,0.11941,18.551,19.835,1.09,0.13963,1.1512,,0.93232,0.085891,2.9143,0.012387,0.10385,159.14,93.555,0.76074,7.5055,61.747,0.11713,0.1102,10.337,0.057771,0.049662,3.0508,3.0897,9728.2,0.03003,0.16995,0.94894,,5.4709,3.902,17.377,21.226,4.691,0
354,0.018406,0.75625,0.1564,1.3712,-25.918,-0.55233,0.018575,0.3229,3.7309,0.24375,0.085361,0.050532,0.019854,0.018575,4060.5,0.08973,1.3237,0.018507,0.009132,31.75,1.4382,0.079769,0.007793,-0.69621,-0.71272,0.084053,4.3831,0.80078,3.7631,0.18799,0.013074,64.307,5.6825,4.37,0.067137,3.7191,,0.24527,0.011423,0.041728,0.35048,0.012785,74.733,43.43,0.069942,0.6168,32.216,0.054737,0.010964,1.218,0.74935,0.17618,1.9214,1.9128,870.35,0.01092,0.075064,0.9914,,11.516,8.4041,63.67,5.732,31.833,0
355,0.18514,0.56805,-0.093682,0.81336,-26.584,,0.18368,0.75984,2.3248,0.4315,0.23438,1.2357,0.21421,0.18367,392.67,0.93016,1.7602,0.18368,0.14477,13.632,1.2026,0.090137,0.13882,0.1163,0.39518,0.9447,0,-0.13086,3.237,0.25316,0.14293,72.31,5.0505,3.9264,-0.18019,2.3272,1.9325,0.49053,-0.08163,0.073437,0.039003,0.089949,53.372,38.161,3.5756,0.68895,13.133,0.030513,0.01208,0.52952,0.3573,0.19811,0.63261,0.53257,-180.85,-0.11076,0.42168,0.82096,0.23947,26.857,9.5603,75.615,4.8267,3.5166,0
356,0.046509,0.39058,-0.023131,0.95289,-14.405,0.16801,0.088545,1.5308,1.0626,0.58773,0.089028,0.26825,0.065805,0.088903,1314.7,0.27742,2.5603,0.088796,0.040466,12.279,1.1154,0.091983,0.029415,0.17961,0.58691,0.24714,0.52657,-0.038988,4.6483,0.18522,0.040359,68.078,5.3571,0.23396,0.086259,1.9017,5.9097,0.63808,0.049742,0.08798,0.1009,0.049742,52.532,40.035,0.85963,0.81238,12.531,0.042701,0.024842,0.81523,0.33992,0.1864,0.7551,0.89058,-1253.4,0.060022,0.076317,0.94088,0.19386,29.872,9.1136,63.199,5.7794,2.1645,0
357,0.040498,0.65836,0.83744,0,-2668.8,,0.060396,0.5152,0.38181,0.34006,0.064763,0.072389,0.083609,0.060197,45470,0.00844,1.5184,0.060197,0.11051,,2.7126,,0.1159,0.14282,0.15724,0.024039,,,2.5439,3.9112,0.24257,1138.2,0.31541,0.4558,0.001603,0.38181,,0.34164,0.003127,0.47978,0.011443,,22.905,23.455,,1.2039,,-0.46202,-0.25816,1.9121,0.57534,3.2422,,,-1104.3,0,0.11854,0.98531,,,15.575,1234.1,0.29576,,0
