MSID,target-label,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
520,EDIBLE,FLAT,FIBROUS,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,PURPLE,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,GRAY,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
521,EDIBLE,CONVEX,SCALY,YELLOW,BRUISES,ALMOND,FREE,CLOSE,BROAD,BROWN,ENLARGING,CLUB,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,NUMEROUS,GRASSES
522,EDIBLE,BELL,SMOOTH,WHITE,BRUISES,ALMOND,FREE,CLOSE,BROAD,WHITE,ENLARGING,CLUB,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,NUMEROUS,MEADOWS
523,EDIBLE,FLAT,FIBROUS,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,BROWN,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,PINK,PARTIAL,WHITE,ONE,PENDANT,BLACK,SEVERAL,WOODS
524,EDIBLE,FLAT,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,BROWN,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
525,EDIBLE,FLAT,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,BROWN,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SOLITARY,WOODS
526,EDIBLE,CONVEX,SCALY,WHITE,BRUISES,ANISE,FREE,CLOSE,BROAD,BROWN,ENLARGING,CLUB,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SCATTERED,MEADOWS
527,POISONOUS,FLAT,SMOOTH,PINK,NO,CREOSOTE,FREE,CLOSE,NARROW,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SCATTERED,WOODS
528,POISONOUS,CONVEX,SMOOTH,GRAY,BRUISES,FOUL,FREE,CLOSE,BROAD,CHOCOLATE,TAPERING,BULBOUS,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,CHOCOLATE,SEVERAL,GRASSES
529,EDIBLE,CONVEX,FIBROUS,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,PURPLE,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
530,EDIBLE,CONVEX,FIBROUS,CINNAMON,NO,NONE,FREE,CROWDED,NARROW,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,BROWN,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
531,EDIBLE,FLAT,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES
532,POISONOUS,KNOBBED,SCALY,BROWN,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
533,POISONOUS,FLAT,SMOOTH,RED,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
534,EDIBLE,FLAT,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,BROWN,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES
535,POISONOUS,FLAT,FIBROUS,YELLOW,NO,FOUL,FREE,CLOSE,BROAD,CHOCOLATE,ENLARGING,BULBOUS,SILKY,SILKY,BROWN,BUFF,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SOLITARY,WOODS
536,POISONOUS,FLAT,FIBROUS,YELLOW,NO,FOUL,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SILKY,SILKY,BROWN,BUFF,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SOLITARY,GRASSES
537,POISONOUS,CONVEX,SMOOTH,WHITE,BRUISES,PUNGENT,FREE,CLOSE,NARROW,BROWN,ENLARGING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SEVERAL,URBAN
538,POISONOUS,CONVEX,FIBROUS,GRAY,NO,FOUL,FREE,CLOSE,BROAD,CHOCOLATE,ENLARGING,BULBOUS,SILKY,SILKY,BUFF,BROWN,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SOLITARY,GRASSES
539,EDIBLE,FLAT,FIBROUS,GRAY,NO,NONE,FREE,CLOSE,NARROW,BROWN,ENLARGING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SOLITARY,URBAN
540,EDIBLE,CONVEX,FIBROUS,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,GRAY,PARTIAL,WHITE,ONE,PENDANT,BLACK,SOLITARY,WOODS
541,EDIBLE,CONVEX,FIBROUS,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,PURPLE,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
542,EDIBLE,KNOBBED,SCALY,BROWN,NO,NONE,FREE,CROWDED,NARROW,WHITE,ENLARGING,BULBOUS,FIBROUS,FIBROUS,WHITE,BROWN,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
543,POISONOUS,KNOBBED,SMOOTH,BROWN,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SMOOTH,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
544,POISONOUS,FLAT,FIBROUS,GRAY,NO,FOUL,FREE,CLOSE,BROAD,PINK,ENLARGING,BULBOUS,SILKY,SILKY,BROWN,BUFF,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SEVERAL,PATHS
545,EDIBLE,CONVEX,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,PINK,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,SCATTERED,GRASSES
546,POISONOUS,FLAT,SMOOTH,WHITE,BRUISES,PUNGENT,FREE,CLOSE,NARROW,BLACK,ENLARGING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SCATTERED,URBAN
547,POISONOUS,CONVEX,SCALY,BROWN,NO,MUSTY,FREE,CLOSE,BROAD,WHITE,ENLARGING,CLUB,SILKY,SCALY,CINNAMON,CINNAMON,PARTIAL,WHITE,NONE,NONE,WHITE,CLUSTERED,WOODS
548,EDIBLE,BELL,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS,GRASSES
549,EDIBLE,CONVEX,FIBROUS,WHITE,BRUISES,ANISE,FREE,CROWDED,NARROW,PINK,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
550,POISONOUS,KNOBBED,SCALY,RED,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,PINK,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
551,POISONOUS,CONVEX,SCALY,YELLOW,NO,FOUL,FREE,CLOSE,BROAD,PINK,ENLARGING,BULBOUS,SILKY,SILKY,PINK,BUFF,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SOLITARY,PATHS
552,EDIBLE,FLAT,FIBROUS,RED,BRUISES,NONE,FREE,CLOSE,BROAD,PINK,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SOLITARY,WOODS
553,POISONOUS,FLAT,SCALY,BROWN,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
554,EDIBLE,FLAT,SMOOTH,BROWN,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES
555,EDIBLE,FLAT,FIBROUS,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SEVERAL,WOODS
556,EDIBLE,KNOBBED,SMOOTH,RED,BRUISES,NONE,FREE,CLOSE,BROAD,RED,ENLARGING,?,SMOOTH,SMOOTH,RED,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
557,EDIBLE,FLAT,FIBROUS,BROWN,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,ABUNDANT,GRASSES
558,EDIBLE,FLAT,FIBROUS,RED,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,PINK,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
559,EDIBLE,CONVEX,FIBROUS,RED,BRUISES,NONE,FREE,CLOSE,BROAD,BROWN,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,GRAY,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
560,EDIBLE,CONVEX,SCALY,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,PINK,PARTIAL,WHITE,ONE,PENDANT,BROWN,SOLITARY,WOODS
561,EDIBLE,CONVEX,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,SCATTERED,GRASSES
562,EDIBLE,CONVEX,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,BROWN,TAPERING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES
563,EDIBLE,FLAT,FIBROUS,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,PINK,PARTIAL,WHITE,ONE,PENDANT,BROWN,SOLITARY,WOODS
564,POISONOUS,CONVEX,SCALY,YELLOW,NO,FOUL,FREE,CLOSE,BROAD,PINK,ENLARGING,BULBOUS,SILKY,SILKY,BROWN,BUFF,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SOLITARY,GRASSES
565,EDIBLE,FLAT,SMOOTH,YELLOW,BRUISES,ALMOND,FREE,CROWDED,NARROW,BROWN,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,PURPLE,SEVERAL,WOODS
566,POISONOUS,BELL,SCALY,WHITE,BRUISES,NONE,FREE,CLOSE,BROAD,GREEN,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,GREEN,SEVERAL,MEADOWS
567,POISONOUS,FLAT,SCALY,BROWN,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
568,POISONOUS,CONVEX,FIBROUS,YELLOW,NO,FOUL,FREE,CLOSE,BROAD,PINK,ENLARGING,BULBOUS,SILKY,SILKY,BROWN,PINK,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SOLITARY,PATHS
569,EDIBLE,FLAT,SMOOTH,BROWN,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES
570,EDIBLE,FLAT,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES
571,EDIBLE,CONVEX,FIBROUS,WHITE,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,FIBROUS,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES
572,POISONOUS,CONVEX,FIBROUS,GRAY,NO,FOUL,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SILKY,SILKY,BROWN,BUFF,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SOLITARY,WOODS
573,POISONOUS,KNOBBED,SCALY,BROWN,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
574,POISONOUS,KNOBBED,SMOOTH,RED,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
575,POISONOUS,KNOBBED,SCALY,BROWN,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SMOOTH,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
576,EDIBLE,BELL,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED,GRASSES
577,POISONOUS,FLAT,SCALY,BROWN,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
578,EDIBLE,FLAT,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SOLITARY,WOODS
579,EDIBLE,SUNKEN,FIBROUS,GRAY,NO,NONE,FREE,CLOSE,NARROW,PINK,ENLARGING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SOLITARY,URBAN
580,EDIBLE,FLAT,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,PURPLE,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,PINK,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
581,POISONOUS,CONVEX,SCALY,BROWN,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
582,POISONOUS,KNOBBED,SCALY,RED,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SMOOTH,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
583,EDIBLE,FLAT,FIBROUS,GRAY,NO,NONE,FREE,CLOSE,NARROW,CHOCOLATE,ENLARGING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,URBAN
584,POISONOUS,FLAT,SMOOTH,BROWN,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,PINK,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
585,EDIBLE,FLAT,SCALY,RED,BRUISES,NONE,FREE,CLOSE,BROAD,BROWN,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,PINK,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
586,EDIBLE,CONVEX,SCALY,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
587,EDIBLE,CONVEX,SMOOTH,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SOLITARY,PATHS
588,EDIBLE,FLAT,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,BROWN,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,YELLOW,SEVERAL,LEAVES
589,POISONOUS,CONVEX,FIBROUS,GRAY,NO,FOUL,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SILKY,SILKY,BROWN,PINK,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SOLITARY,PATHS
590,POISONOUS,CONVEX,SCALY,YELLOW,NO,FOUL,FREE,CLOSE,BROAD,CHOCOLATE,ENLARGING,BULBOUS,SILKY,SILKY,BUFF,BROWN,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SOLITARY,GRASSES
591,EDIBLE,FLAT,SCALY,YELLOW,BRUISES,ANISE,FREE,CLOSE,BROAD,BROWN,ENLARGING,CLUB,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,NUMEROUS,MEADOWS
592,EDIBLE,KNOBBED,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,WHITE,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,NUMEROUS,GRASSES
593,EDIBLE,FLAT,SCALY,BROWN,BRUISES,NONE,FREE,CLOSE,BROAD,PURPLE,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SEVERAL,WOODS
594,EDIBLE,KNOBBED,SMOOTH,BUFF,BRUISES,NONE,FREE,CLOSE,BROAD,WHITE,ENLARGING,?,SMOOTH,SMOOTH,WHITE,RED,PARTIAL,WHITE,TWO,EVANESCENT,WHITE,CLUSTERED,WASTE
595,EDIBLE,KNOBBED,SCALY,WHITE,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED,GRASSES
596,POISONOUS,FLAT,FIBROUS,YELLOW,NO,FOUL,FREE,CLOSE,BROAD,PINK,ENLARGING,BULBOUS,SILKY,SILKY,BUFF,PINK,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SOLITARY,PATHS
597,POISONOUS,CONVEX,SCALY,BROWN,BRUISES,PUNGENT,FREE,CLOSE,NARROW,BROWN,ENLARGING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SCATTERED,URBAN
598,EDIBLE,FLAT,FIBROUS,BROWN,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,SCATTERED,GRASSES
599,POISONOUS,CONVEX,SCALY,GRAY,NO,FOUL,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SILKY,SILKY,PINK,BROWN,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SEVERAL,GRASSES
600,EDIBLE,BELL,SMOOTH,GRAY,NO,NONE,FREE,CROWDED,BROAD,GRAY,ENLARGING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,TWO,PENDANT,WHITE,SCATTERED,GRASSES
601,POISONOUS,KNOBBED,SCALY,RED,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
602,POISONOUS,CONVEX,FIBROUS,YELLOW,NO,FOUL,FREE,CLOSE,BROAD,CHOCOLATE,ENLARGING,BULBOUS,SILKY,SILKY,BUFF,BROWN,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SOLITARY,WOODS
603,POISONOUS,FLAT,SCALY,RED,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SILKY,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
604,EDIBLE,CONVEX,FIBROUS,GRAY,NO,NONE,FREE,CROWDED,BROAD,CHOCOLATE,TAPERING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BROWN,ABUNDANT,GRASSES
605,EDIBLE,FLAT,FIBROUS,BROWN,NO,NONE,FREE,CROWDED,BROAD,BLACK,TAPERING,EQUAL,FIBROUS,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,ABUNDANT,GRASSES
606,POISONOUS,KNOBBED,SMOOTH,RED,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SMOOTH,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
607,POISONOUS,CONVEX,SCALY,BROWN,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SMOOTH,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
608,EDIBLE,FLAT,FIBROUS,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,PURPLE,TAPERING,BULBOUS,SMOOTH,SMOOTH,GRAY,GRAY,PARTIAL,WHITE,ONE,PENDANT,BLACK,SOLITARY,WOODS
609,EDIBLE,CONVEX,SMOOTH,BROWN,NO,NONE,ATTACHED,CLOSE,BROAD,YELLOW,ENLARGING,?,SMOOTH,SMOOTH,ORANGE,ORANGE,PARTIAL,ORANGE,ONE,PENDANT,YELLOW,SEVERAL,LEAVES
610,POISONOUS,CONVEX,SCALY,BROWN,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SILKY,PINK,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
611,EDIBLE,BELL,SCALY,YELLOW,BRUISES,ANISE,FREE,CLOSE,BROAD,WHITE,ENLARGING,CLUB,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SCATTERED,MEADOWS
612,POISONOUS,FLAT,SMOOTH,RED,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
613,POISONOUS,FLAT,SMOOTH,RED,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
614,EDIBLE,FLAT,SCALY,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,PINK,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,GRAY,PARTIAL,WHITE,ONE,PENDANT,BLACK,SEVERAL,WOODS
615,EDIBLE,CONVEX,FIBROUS,BROWN,BRUISES,NONE,FREE,CROWDED,BROAD,PINK,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BROWN,SEVERAL,WOODS
616,POISONOUS,KNOBBED,SCALY,BROWN,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SILKY,PINK,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
617,EDIBLE,FLAT,SCALY,YELLOW,BRUISES,ANISE,FREE,CLOSE,BROAD,WHITE,ENLARGING,ROOTED,SMOOTH,SCALY,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SOLITARY,GRASSES
618,POISONOUS,CONVEX,SCALY,YELLOW,NO,FOUL,FREE,CLOSE,BROAD,GRAY,ENLARGING,BULBOUS,SILKY,SILKY,BROWN,PINK,PARTIAL,WHITE,ONE,LARGE,CHOCOLATE,SOLITARY,GRASSES
619,EDIBLE,FLAT,SCALY,PURPLE,NO,NONE,FREE,CLOSE,NARROW,CHOCOLATE,ENLARGING,?,SMOOTH,FIBROUS,WHITE,WHITE,PARTIAL,WHITE,ONE,FLARING,CHOCOLATE,SEVERAL,WOODS
620,POISONOUS,CONVEX,SMOOTH,RED,NO,SPICY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SILKY,SILKY,PINK,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,PATHS
621,POISONOUS,KNOBBED,SMOOTH,BROWN,NO,FISHY,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,LEAVES
622,POISONOUS,CONVEX,SMOOTH,PINK,BRUISES,FOUL,FREE,CLOSE,BROAD,WHITE,TAPERING,BULBOUS,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,PENDANT,CHOCOLATE,SCATTERED,GRASSES
623,EDIBLE,CONVEX,FIBROUS,GRAY,BRUISES,NONE,FREE,CLOSE,BROAD,PINK,TAPERING,BULBOUS,SMOOTH,SMOOTH,PINK,WHITE,PARTIAL,WHITE,ONE,PENDANT,BLACK,SEVERAL,WOODS
624,POISONOUS,FLAT,SCALY,RED,NO,FOUL,FREE,CLOSE,NARROW,BUFF,TAPERING,?,SMOOTH,SMOOTH,WHITE,PINK,PARTIAL,WHITE,ONE,EVANESCENT,WHITE,SEVERAL,WOODS
625,EDIBLE,FLAT,SMOOTH,WHITE,NO,NONE,FREE,CROWDED,BROAD,PINK,TAPERING,EQUAL,SMOOTH,SMOOTH,WHITE,WHITE,PARTIAL,WHITE,ONE,EVANESCENT,BLACK,ABUNDANT,GRASSES
